year,state,minimumwage2020dollars,cpiavg,stateid,percentunemploymentrate,percentlaborforceparticipation,realgdp2020,ahw2020,real_gdp_per_capita_2020,kaitz_index,ResidentPopulation
2013,Maine,8.3299999,232.957,20,6.6999998,64.900002,60016.438,20.970125,45174.62965,-0.92323542,1328.543
2014,Maine,8.1899996,236.73599,20,5.5999999,64.099998,60916.926,21.264687,45760.32758,-0.95413399,1331.217
2015,Maine,8.1800003,237.017,20,4.4000001,63,61354.203,21.9492,46162.28675,-0.98703837,1329.098
2016,Maine,8.0799999,240.007,20,3.8,63.400002,62638.875,22.08024,47013.89952,-1.0052912,1332.348
2017,Maine,9.5,245.12,20,3.4000001,63.599998,63875.75,22.27949,47820.3891,-0.85237479,1335.743
2018,Maine,10.3,251.10699,20,3.0999999,63.200001,65584.961,22.458359,48939.50854,-0.77951884,1340.123
2019,Maine,12.14,255.657,20,2.7,62.599998,66999.836,22.953901,49785.50272,-0.6369822,1345.77
2020,Maine,12,258.66,20,5.5,60.5,66237.102,24.975,49059.39602,-0.73296857,1350.141
2001,Maryland,7.52,177.10001,21,4.1999998,70,294826.03,26.889759,54854.50791,-1.2741792,5374.691
2002,Maryland,7.4000001,179.89999,21,4.8000002,69.900002,304899.03,27.225504,56043.60828,-1.3026741,5440.389
2003,Maryland,7.2399998,184,21,4.8000002,69.300003,313763.66,27.499029,57086.6637,-1.3345296,5496.269
2004,Maryland,7.0500002,188.89999,21,4.5999999,68.599998,327237.84,28.052797,58994.35274,-1.3810607,5546.935
2005,Maryland,6.8200002,195.3,21,4.5,68.900002,340062,28.259892,60808.11047,-1.421584,5592.379
2006,Maryland,6.6100001,201.60001,21,4.1999998,69.5,344721.69,28.50036,61258.0786,-1.461333,5627.367
2007,Maryland,7.6700001,207.342,21,3.7,69.099998,345805.81,28.958241,61167.67267,-1.3285382,5653.408
2008,Maryland,7.3899999,215.30299,21,4.5,69.5,354826.25,28.640034,62414.85216,-1.3546777,5684.965
2009,Maryland,7.9000001,214.537,21,7.5999999,69.400002,350976.06,29.345682,61248.21914,-1.3122826,5730.388
2010,Maryland,8.6000004,218.056,21,7.8000002,68.599998,366789.25,29.524137,63362.05497,-1.2334459,5788.784
2011,Maryland,8.3400002,224.939,21,7.3000002,68,374756.47,29.311535,64167.9804,-1.256918,5840.241
2012,Maryland,8.1700001,229.59399,21,6.9000001,67.800003,374853.75,29.281618,63659.96561,-1.2764912,5888.375
2013,Maryland,8.0500002,232.957,21,6.5,67.5,376821.34,28.858225,63596.42388,-1.2767229,5925.197
2014,Maryland,7.9200001,236.73599,21,5.6999998,66.900002,382836.25,29.109112,64233.58038,-1.3016601,5960.064
2015,Maryland,9,237.017,21,5,66.800003,392471.53,30.030001,65537.22885,-1.2049723,5988.528
2016,Maryland,9.4300003,240.007,21,4.3000002,66.900002,405920.44,30.114319,67574.41218,-1.1611044,6007.014
2017,Maryland,9.2299995,245.12,21,4.0999999,67.599998,413358.94,30.251535,68571.03281,-1.1870878,6028.186
2018,Maryland,10.4,251.10699,21,3.8,67.599998,415572.28,30.28788,68778.84092,-1.0689418,6042.153
2019,Maryland,11.13,255.657,21,3.5,68.599998,416677.03,30.647383,68815.88696,-1.0129032,6054.954
2020,Maryland,11,258.66,21,6.8000002,66.400002,397996.09,33.125,65721.45027,-1.1023929,6055.802
2001,Massachusetts,9.8599997,177.10001,22,3.8,68.099998,408830.91,31.602776,63903.454,-1.1647587,6397.634
2002,Massachusetts,9.71,179.89999,22,5.1999998,68.599998,408738.25,31.073759,63694.11392,-1.1632073,6417.206
2003,Massachusetts,9.4899998,184,22,5.6999998,68,415982.03,31.332014,64768.83146,-1.1944017,6422.565
2004,Massachusetts,9.2399998,188.89999,22,5.0999999,67.400002,427343.75,32.231602,66644.57624,-1.2494054,6412.281
2005,Massachusetts,8.9399996,195.3,22,4.8000002,66.900002,436043.59,31.904192,68096.80492,-1.2722018,6403.29
2006,Massachusetts,8.6599998,201.60001,22,4.6999998,67,445887.5,32.351761,69560.32089,-1.3179536,6410.084
2007,Massachusetts,9.3599997,207.342,22,4.5,66.900002,458158.63,33.139709,71236.01447,-1.264287,6431.559
2008,Massachusetts,9.6099997,215.30299,22,5.3000002,66.900002,467739.22,32.787277,72305.08673,-1.2272363,6468.967
2009,Massachusetts,9.6499996,214.537,22,8.1000004,66.300003,459058.66,32.633118,70433.55597,-1.21837,6517.613
2010,Massachusetts,9.4899998,218.056,22,8.1000004,66.199997,479996.13,32.966148,73098.38055,-1.2452426,6566.44
2011,Massachusetts,9.1999998,224.939,22,7.1999998,65.800003,489805.66,33.022221,74053.4497,-1.2779772,6614.218
2012,Massachusetts,9.0100002,229.59399,22,6.6999998,65.5,499300.22,33.001709,74921.97869,-1.2982242,6664.269
2013,Massachusetts,8.8800001,232.957,22,6.5999999,65.099998,501506.47,32.9967,74682.75058,-1.3126059,6715.158
2014,Massachusetts,8.7399998,236.73599,22,5.6999998,65.400002,509053.63,33.700974,75249.6473,-1.3496165,6764.864
2015,Massachusetts,9.8199997,237.017,22,4.8000002,65.199997,527645.06,35.025902,77623.58249,-1.2716665,6797.484
2016,Massachusetts,10.78,240.007,22,4,65.300003,535860.94,34.967117,78488.20321,-1.1767156,6827.28
2017,Massachusetts,11.61,245.12,22,3.8,65.900002,546079.69,35.504639,79562.16453,-1.1177964,6863.56
2018,Massachusetts,11.33,251.10699,22,3.5,67,566980.38,35.953983,82341.48063,-1.1547859,6885.72
2019,Massachusetts,12.9,255.657,22,3,67.099998,583633.75,36.695873,84647.37545,-1.0454369,6894.883
2020,Massachusetts,12.75,258.66,22,9,64.800003,562045.88,40.224998,81531.85561,-1.1489575,6893.574
2001,Michigan,7.52,177.10001,23,5.1999998,67.800003,479218.84,26.268665,47964.47646,-1.2508106,9991.12
2002,Michigan,7.4000001,179.89999,23,6.1999998,66.099998,492407.13,26.362347,49163.47718,-1.2704566,10015.71
2003,Michigan,7.2399998,184,23,7.0999999,65.699997,500129.13,26.655071,49807.94335,-1.3033583,10041.152
2004,Michigan,7.0500002,188.89999,23,7,65.599998,506031.78,26.579941,50324.80633,-1.3271292,10055.315
2005,Michigan,6.8200002,195.3,23,6.8000002,65.5,515331.34,26.272091,51270.94974,-1.3486477,10051.137
2006,Michigan,6.6100001,201.60001,23,7,65.099998,507119.84,26.029045,50529.66791,-1.3706293,10036.081
2007,Michigan,8.6700001,207.342,23,7.0999999,64.199997,503839.06,26.024969,50377.43754,-1.0991876,10001.284
2008,Michigan,8.5900002,215.30299,23,8.1999998,63.299999,474564,25.574678,47709.79147,-1.0910039,9946.889
2009,Michigan,8.9200001,214.537,23,13.1,62.599998,431913.84,25.304239,43620.65046,-1.0426762,9901.591
2010,Michigan,8.7799997,218.056,23,12.2,61.400002,455673.72,25.369987,46132.04203,-1.0610907,9877.597
2011,Michigan,8.5100002,224.939,23,10,60.200001,467642.81,25.341965,47317.64668,-1.0912197,9883.053
2012,Michigan,8.3400002,229.59399,23,9.1000004,60.099998,476499.78,25.307886,48139.6108,-1.1100528,9898.289
2013,Michigan,8.2200003,232.957,23,8.6999998,60.5,483315.91,25.16415,48746.90488,-1.1188502,9914.802
2014,Michigan,8.8999996,236.73599,23,7.1999998,60.5,489601.28,25.473888,49295.1725,-1.0516028,9932.033
2015,Michigan,8.8900003,237.017,23,5.4000001,60.400002,500330.91,26.289902,50363.05462,-1.0842578,9934.483
2016,Michigan,9.1599998,240.007,23,5,61.299999,509906.19,26.420799,51225.65769,-1.0593054,9954.117
2017,Michigan,9.3900003,245.12,23,4.5999999,61.400002,516038.38,26.635078,51724.08616,-1.0425839,9976.752
2018,Michigan,9.5299997,251.10699,23,4.1999998,61.700001,527385.19,26.656425,52805.65611,-1.0285857,9987.286
2019,Michigan,9.7600002,255.657,23,4.0999999,61.900002,526787.5,26.750027,52758.97001,-1.0082431,9984.795
2020,Michigan,9.6499996,258.66,23,10,60.5,502418,28.575001,50410.39757,-1.0855744,9966.555
2001,Minnesota,7.52,177.10001,24,3.8,75.300003,279118.81,25.72064,56016.50359,-1.2297275,4982.796
2002,Minnesota,7.4000001,179.89999,24,4.5,75.199997,285746.19,25.8948,56933.63034,-1.252562,5018.935
2003,Minnesota,7.2399998,184,24,4.8000002,74.900002,297794.22,26.092428,58927.4715,-1.2820239,5053.572
2004,Minnesota,7.0500002,188.89999,24,4.5999999,74.300003,310638.91,26.614191,61056.68893,-1.3284169,5087.713
2005,Minnesota,6.8200002,195.3,24,4.0999999,73.400002,320871.19,26.00705,62675.07527,-1.338508,5119.598
2006,Minnesota,6.7399998,201.60001,24,4.0999999,72.800003,320583.84,26.029045,62085.87688,-1.3511531,5163.555
2007,Minnesota,6.5500002,207.342,24,4.5999999,72.199997,322745.09,26.617867,61980.50854,-1.4021175,5207.203
2008,Minnesota,7.0300002,215.30299,24,5.4000001,72,325136.53,26.476252,61965.96429,-1.3260615,5247.018
2009,Minnesota,7.9000001,214.537,24,7.9000001,71.800003,312819.09,26.299519,59232.54418,-1.2026877,5281.203
2010,Minnesota,8.6000004,218.056,24,7.4000001,71.5,323693.03,26.70525,60948.41887,-1.1330979,5310.934
2011,Minnesota,8.3400002,224.939,24,6.5,71.099998,331181.81,26.4638,61942.27568,-1.1547146,5346.62
2012,Minnesota,8.1700001,229.59399,24,5.6999998,70.5,336305.5,26.745192,62539.37703,-1.1858859,5377.5
2013,Minnesota,8.0500002,232.957,24,5,70.199997,344374.81,26.775101,63599.72128,-1.2018003,5414.722
2014,Minnesota,7.9200001,236.73599,24,4.3000002,70.099998,354075.13,27.113838,64936.16057,-1.230653,5452.665
2015,Minnesota,7.9099998,237.017,24,3.8,70.199997,359510.84,28.0917,65556.29265,-1.2673464,5484.002
2016,Minnesota,7.8099999,240.007,24,3.9000001,70,365279.34,28.14624,66109.6001,-1.2820089,5525.36
2017,Minnesota,8.1800003,245.12,24,3.4000001,70,370539.13,28.5093,66532.64523,-1.2485383,5569.283
2018,Minnesota,8.2799997,251.10699,24,3,69.699997,381618.66,28.74258,68039.73141,-1.2445366,5608.762
2019,Minnesota,8.25,255.657,24,3.0999999,69.900002,383429,29.027702,67983.2264,-1.2580373,5640.053
2020,Minnesota,8.1499996,258.66,24,6.1999998,69.599998,368216.31,30.85,65086.45049,-1.3311188,5657.342
2001,Mississippi,7.52,177.10001,25,5.5,61.5,98424,18.230965,34498.49526,-0.88555527,2852.994
2002,Mississippi,7.4000001,179.89999,25,6.4000001,61.099998,99844.281,18.450045,34926.69556,-0.91358662,2858.681
2003,Mississippi,7.2399998,184,25,6.0999999,61.5,104111.45,18.672615,36297.11482,-0.94743681,2868.312
2004,Mississippi,7.0500002,188.89999,25,6.1999998,61.599998,106510.23,18.804623,36867.38018,-0.98107517,2889.01
2005,Mississippi,6.8200002,195.3,25,7.5999999,61.5,109145.98,18.950359,37559.5736,-1.0219635,2905.943
2006,Mississippi,6.6100001,201.60001,25,6.4000001,59.599998,111609.24,19.257,38419.99492,-1.0692909,2904.978
2007,Mississippi,6.4200001,207.342,25,6.1999998,59.599998,112968.77,19.378305,38577.6188,-1.1047361,2928.35
2008,Mississippi,7.0300002,215.30299,25,6.6999998,59.200001,114733.89,19.353809,38921.79133,-1.0127025,2947.806
2009,Mississippi,7.9000001,214.537,25,9.3999996,57.700001,110476.08,19.634159,37338.46519,-0.91040802,2958.774
2010,Mississippi,8.6000004,218.056,25,10.1,58.700001,111153.02,19.583851,37417.51119,-0.82294297,2970.615
2011,Mississippi,8.3400002,224.939,25,9.8000002,60,111056.86,19.358847,37278.07322,-0.84208632,2979.147
2012,Mississippi,8.1700001,229.59399,25,8.8000002,59,113235.48,19.445925,37939.93096,-0.86716866,2984.599
2013,Mississippi,8.0500002,232.957,25,8.5,56.299999,113103.36,19.470276,37829.24766,-0.88321686,2989.839
2014,Mississippi,7.9200001,236.73599,25,7.5999999,54.700001,113049.7,19.515406,37785.35455,-0.90181303,2991.892
2015,Mississippi,7.9099998,237.017,25,6.5,55.299999,113273.81,19.7652,37881.29078,-0.91579485,2990.231
2016,Mississippi,7.8099999,240.007,25,6,55.700001,114145.1,19.788639,38168.02342,-0.929703,2990.595
2017,Mississippi,7.6500001,245.12,25,5.1999998,55.599998,114581.14,19.692535,38312.8151,-0.94553399,2990.674
2018,Mississippi,7.4699998,251.10699,25,4.9000001,55.5,114005.54,19.702576,38219.96802,-0.96985435,2982.879
2019,Mississippi,7.3400002,255.657,25,5.5,56,114449.24,19.790464,38428.64899,-0.99186134,2978.227
2020,Mississippi,7.25,258.66,25,8.1000004,55.099998,112355.17,20.775,37871.00586,-1.0527488,2966.786
2001,Missouri,7.52,177.10001,26,4.5,69.900002,274002,22.761305,48572.07991,-1.1074958,5641.142
2002,Missouri,7.4000001,179.89999,26,5.3000002,69.199997,278935.84,22.909704,49153.20561,-1.1300805,5674.825
2003,Missouri,7.2399998,184,26,5.6999998,68.599998,284843.13,22.85725,49890.17766,-1.1496472,5709.403
2004,Missouri,7.0500002,188.89999,26,5.9000001,68.300003,292806.47,22.949175,50942.87825,-1.1802543,5747.741
2005,Missouri,6.8200002,195.3,26,5.4000001,67.900002,299563.19,22.89283,51735.34877,-1.2109643,5790.3
2006,Missouri,6.6100001,201.60001,26,4.9000001,67.699997,301238.34,22.915831,51558.03546,-1.2432444,5842.704
2007,Missouri,8.1099997,207.342,26,5.0999999,67.5,301768.28,23.154108,51254.78377,-1.0490744,5887.612
2008,Missouri,7.9899998,215.30299,26,6.1999998,67,308244.63,23.32074,52033.92992,-1.0711522,5923.916
2009,Missouri,8.5,214.537,26,9,66.400002,300802.97,23.2232,50461.08529,-1.0050857,5961.088
2010,Missouri,8.6000004,218.056,26,9.5,65.699997,305197.19,23.203894,50899.37624,-0.99255776,5996.089
2011,Missouri,8.3400002,224.939,26,8.6000004,65.199997,302718.16,22.925703,50359.17395,-1.0111954,6011.182
2012,Missouri,8.1700001,229.59399,26,7.1999998,64.300003,306101.53,23.137833,50796.57459,-1.0410001,6026.027
2013,Missouri,8.1599998,232.957,26,6.8000002,64.199997,309555.78,22.997702,51225.60706,-1.0361502,6042.989
2014,Missouri,8.1899996,236.73599,26,6.1999998,64.400002,311225.78,23.259958,51364.76359,-1.0438194,6059.13
2015,Missouri,8.3500004,237.017,26,5.0999999,64.599998,314540.16,23.914801,51772.65538,-1.0522361,6075.411
2016,Missouri,8.2399998,240.007,26,4.5999999,64.599998,314639.81,23.913519,51653.25483,-1.0654438,6091.384
2017,Missouri,8.1300001,245.12,26,3.8,64,318094.97,24.048122,52049.59697,-1.0844958,6111.382
2018,Missouri,8.0900002,251.10699,26,3.2,63.700001,322402.28,24.286966,52628.6348,-1.0993109,6125.986
2019,Missouri,9.5600004,255.657,26,3.3,63.900002,327866.19,24.598888,53394.27162,-0.94511366,6140.475
2020,Missouri,9.4499998,258.66,26,6.0999999,63.099998,318636.09,25.975,51797.70848,-1.0111196,6151.548
2001,Montana,7.52,177.10001,27,4.5999999,67.099998,35546.699,17.719475,39193.19464,-0.8570981,906.961
2002,Montana,7.4000001,179.89999,27,4.5999999,66.599998,36641.422,17.9825,40191.67306,-0.88791895,911.667
2003,Montana,7.2399998,184,27,4.6999998,66.400002,38114.578,18.180305,41445.55745,-0.92071772,919.63
2004,Montana,7.0500002,188.89999,27,4.5,66.599998,40051.391,18.325087,43065.59506,-0.95524347,930.009
2005,Montana,6.8200002,195.3,27,4.0999999,66.699997,42131.598,18.58593,44815.98592,-1.0025452,940.102
2006,Montana,6.6100001,201.60001,27,3.3,67,43488.527,18.871861,45648.0447,-1.0490882,952.692
2007,Montana,6.4200001,207.342,27,3.4000001,67.300003,45586.094,19.347099,47253.87216,-1.1031244,964.706
2008,Montana,7.0300002,215.30299,27,4.6999998,67.400002,45623.07,19.233601,46725.08104,-1.0064721,976.415
2009,Montana,7.9000001,214.537,27,7.0999999,65.5,44543.457,19.573839,45268.56894,-0.90733123,983.982
2010,Montana,8.6000004,218.056,27,7.1999998,64.5,45986.738,19.732212,46417.02381,-0.83049011,990.73
2011,Montana,8.3400002,224.939,27,6.5999999,63.900002,47206.477,19.790321,47323.93501,-0.86412978,997.518
2012,Montana,8.1700001,229.59399,27,5.8000002,64,47730.898,20.094124,47532.78137,-0.89995861,1004.168
2013,Montana,8.0500002,232.957,27,5.3000002,64,48438.051,20.081326,47761.83889,-0.91411805,1014.158
2014,Montana,8.6300001,236.73599,27,4.6999998,63.599998,49408.543,20.444712,48313.89508,-0.86247969,1022.657
2015,Montana,8.79,237.017,27,4.3000002,63.599998,51174.574,21.021,49612.04271,-0.87190723,1031.495
2016,Montana,8.6800003,240.007,27,4.3000002,63.299999,50093.605,21.10968,48068.15707,-0.88871026,1042.137
2017,Montana,8.6000004,245.12,27,4.0999999,63,51754.906,21.355577,49109.75631,-0.90955067,1053.862
2018,Montana,8.5500002,251.10699,27,3.8,62.799999,52548.074,21.505424,49488.7768,-0.92237401,1061.818
2019,Montana,8.75,255.657,27,3.5999999,63.099998,52744.113,21.840374,49287.89775,-0.91470647,1070.123
2020,Montana,8.6499996,258.66,27,5.9000001,62.700001,52034.027,23.275,48153.92795,-0.98982048,1080.577
2001,Nebraska,7.52,177.10001,28,3.2,73.199997,88133.328,19.948111,51245.19315,-0.97556829,1719.836
2002,Nebraska,7.4000001,179.89999,28,3.7,73.400002,89259.391,20.35619,51646.01294,-1.011905,1728.292
2003,Nebraska,7.2399998,184,28,3.9000001,74,94437.641,20.53636,54316.86723,-1.0425758,1738.643
2004,Nebraska,7.0500002,188.89999,28,3.9000001,74,96933.258,20.757015,55410.38088,-1.0798568,1749.37
2005,Nebraska,6.8200002,195.3,28,3.8,73.400002,100678.15,20.67312,57154.8802,-1.1089748,1761.497
2006,Nebraska,6.6100001,201.60001,28,3,72.900002,103523,20.86175,58398.71879,-1.1493337,1772.693
2007,Nebraska,6.4200001,207.342,28,2.9000001,72.900002,105865.65,21.156992,59360.36536,-1.1925523,1783.44
2008,Nebraska,7.0300002,215.30299,28,3.3,73,105786.4,20.94659,58888.71941,-1.0917892,1796.378
2009,Nebraska,7.9000001,214.537,28,4.6999998,72.5,105940.95,21.2628,58444.27845,-0.99009633,1812.683
2010,Nebraska,8.6000004,218.056,28,4.6999998,71.599998,109873.53,21.304855,60053.60214,-0.90717268,1829.591
2011,Nebraska,8.3400002,224.939,28,4.4000001,71.699997,115646.77,21.17104,62820.30013,-0.93157101,1840.914
2012,Nebraska,8.1700001,229.59399,28,3.9000001,71.800003,115802.91,21.277788,62471.52843,-0.95719481,1853.691
2013,Nebraska,8.0500002,232.957,28,3.7,71.5,118005.77,21.358974,63246.30067,-0.9757998,1865.813
2014,Nebraska,7.9200001,236.73599,28,3.3,70.699997,121677.16,21.647339,64723.44285,-1.0054913,1879.955
2015,Nebraska,8.7299995,237.017,28,3,70.199997,125582.91,22.495199,66373.67545,-0.94653678,1892.059
2016,Nebraska,9.6999998,240.007,28,3.0999999,69.900002,126946.95,22.592482,66586.98242,-0.84549117,1906.483
2017,Nebraska,9.5,245.12,28,2.9000001,69.5,129054.32,22.781044,67321.05093,-0.87463713,1916.998
2018,Nebraska,9.2700005,251.10699,28,2.9000001,69.800003,131786.33,22.921949,68442.22731,-0.90531135,1925.512
2019,Nebraska,9.1099997,255.657,28,3,70.400002,133344.38,23.2829,68998.43783,-0.93834639,1932.571
2020,Nebraska,9,258.66,28,4.3000002,69.599998,132643.64,24.75,68459.39619,-1.011601,1937.552
2001,Nevada,7.52,177.10001,29,5.1999998,70.5,120209.98,23.272795,57286.52177,-1.1297188,2098.399
2002,Nevada,7.4000001,179.89999,29,5.6999998,69.400002,124508.7,23.521111,57277.21754,-1.1564183,2173.791
2003,Nevada,7.2399998,184,29,5.3000002,68.099998,129949.96,23.877035,57785.07237,-1.193296,2248.85
2004,Nevada,7.0500002,188.89999,29,4.5,67.099998,143534.16,24.456285,61176.71729,-1.2438596,2346.222
2005,Nevada,6.8200002,195.3,29,4.0999999,67.5,155013.67,24.68185,63735.42592,-1.2862087,2432.143
2006,Nevada,6.6100001,201.60001,29,4.0999999,68.599998,161166.81,24.745245,63887.69702,-1.3200498,2522.658
2007,Nevada,7.6700001,207.342,29,4.5999999,69.400002,162451.94,25.307255,62455.76439,-1.1937745,2601.072
2008,Nevada,7.5999999,215.30299,29,6.9000001,69.5,157770.38,24.853416,59454.55094,-1.1848471,2653.63
2009,Nevada,7.9000001,214.537,29,11.7,68.400002,144566.42,24.791519,53848.96067,-1.1436388,2684.665
2010,Nevada,8.6000004,218.056,29,13.7,65.900002,146355.56,24.272106,54155.95954,-1.0375655,2702.483
2011,Nevada,8.3400002,224.939,29,13.3,65,147335.75,23.846186,54305.03473,-1.050561,2713.114
2012,Nevada,8.1700001,229.59399,29,11.6,64.400002,145774.44,23.6733,53111.82765,-1.063879,2744.67
2013,Nevada,8.0500002,232.957,29,10,63.599998,146234.38,23.553202,52659.95572,-1.0735896,2776.956
2014,Nevada,7.9200001,236.73599,29,8.1999998,63,147560.64,23.505951,52346.23714,-1.0878623,2818.935
2015,Nevada,7.9099998,237.017,29,6.9000001,62.5,153704.42,24.024,53582.97331,-1.1109254,2868.531
2016,Nevada,7.8099999,240.007,29,5.8000002,62.099998,157913.53,24.42576,54088.21892,-1.1402335,2919.555
2017,Nevada,7.6500001,245.12,29,5,62.5,164247.5,24.444084,55263.16941,-1.1616826,2972.097
2018,Nevada,7.4699998,251.10699,29,4.4000001,63.299999,169897.19,24.776308,56058.26659,-1.198993,3030.725
2019,Nevada,7.3400002,255.657,29,3.9000001,64.400002,176793.11,25.029118,57200.32639,-1.226701,3090.771
2020,Nevada,7.25,258.66,29,13,61.700001,163705.48,26.9,52164.4262,-1.3111247,3138.259
2001,New Hampshire,7.52,177.10001,30,3.4000001,71.699997,64969.23,24.916868,51746.99347,-1.1979787,1255.517
2002,New Hampshire,7.4000001,179.89999,30,4.5,71.5,67045.719,25.031639,52829.80075,-1.2186606,1269.089
2003,New Hampshire,7.2399998,184,30,4.5,71.300003,69771.641,25.248472,54515.90902,-1.2491446,1279.84
2004,New Hampshire,7.0500002,188.89999,30,3.8,71,72607.813,25.792133,56279.84739,-1.297042,1290.121
2005,New Hampshire,6.8200002,195.3,30,3.5999999,71.199997,73313.281,25.8414,56460.32552,-1.3321184,1298.492
2006,New Hampshire,6.6100001,201.60001,30,3.5,70.900002,75109.969,26.18952,57406.45099,-1.3767757,1308.389
2007,New Hampshire,6.4200001,207.342,30,3.5,70.800003,75364.063,26.337021,57418.48858,-1.4115574,1312.54
2008,New Hampshire,7.8099999,215.30299,30,3.8,70.699997,74237.328,25.965361,56415.37313,-1.2013586,1315.906
2009,New Hampshire,8.7399998,214.537,30,6.0999999,70,73300.875,26.058241,55695.43622,-1.0924239,1316.102
2010,New Hampshire,8.6000004,218.056,30,6.0999999,70.099998,75670.914,26.23049,57465.45545,-1.1151602,1316.807
2011,New Hampshire,8.3400002,224.939,30,5.5,69.5,76159.375,26.147385,57677.09573,-1.1426859,1320.444
2012,New Hampshire,8.1700001,229.59399,30,5.5,69.300003,77217.906,26.15336,58291.87492,-1.1635089,1324.677
2013,New Hampshire,8.0500002,232.957,30,5.3000002,69.099998,77874.219,26.164049,58672.38893,-1.1787143,1327.272
2014,New Hampshire,7.9200001,236.73599,30,4.3000002,68.699997,79151.906,26.89518,59322.83361,-1.2225559,1334.257
2015,New Hampshire,7.9099998,237.017,30,3.4000001,68.5,81213.398,27.6003,60721.20555,-1.2496989,1337.48
2016,New Hampshire,7.8099999,240.007,30,2.9000001,68.599998,82937.938,27.768801,61723.82849,-1.2685082,1343.694
2017,New Hampshire,7.6500001,245.12,30,2.8,68.199997,83541.156,27.98135,61864.23676,-1.2968326,1350.395
2018,New Hampshire,7.4699998,251.10699,30,2.7,68.599998,85150.156,28.124458,62838.47553,-1.3257446,1355.064
2019,New Hampshire,7.3400002,255.657,30,2.5999999,68.900002,86944.703,28.546862,63893.14314,-1.3582082,1360.783
2020,New Hampshire,7.25,258.66,30,6.6999998,67.400002,85159.734,31.174999,62329.86331,-1.4586149,1366.275
2001,New Jersey,7.52,177.10001,31,4.1999998,66.199997,537290,31.127819,63265.13767,-1.4205358,8492.671
2002,New Jersey,7.4000001,179.89999,31,5.8000002,66.5,546353.94,31.253586,63881.29845,-1.440654,8552.643
2003,New Jersey,7.2399998,184,31,5.8000002,66.099998,557679.25,31.332014,64835.85467,-1.4650192,8601.402
2004,New Jersey,7.0500002,188.89999,31,4.9000001,65.800003,561671.81,31.649309,65049.26076,-1.5016886,8634.561
2005,New Jersey,6.8200002,195.3,31,4.4000001,66.199997,572549.69,31.50663,66175.6138,-1.5303384,8651.974
2006,New Jersey,7.8899999,201.60001,31,4.5999999,66.599998,582454.94,31.870337,67245.03875,-1.3960795,8661.679
2007,New Jersey,8.9200001,207.342,31,4.1999998,66.400002,587208.63,32.328381,67667.25187,-1.2876496,8677.885
2008,New Jersey,8.5900002,215.30299,31,5.5,66.900002,602543.44,31.945808,69169.69518,-1.3134422,8711.09
2009,New Jersey,8.6199999,214.537,31,8.8999996,67.099998,571372.81,31.99976,65257.9697,-1.3116431,8755.602
2010,New Jersey,8.6000004,218.056,31,9.6999998,66.5,579339.63,32.164989,65838.15627,-1.3191164,8799.451
2011,New Jersey,8.3400002,224.939,31,9.3999996,66,572222,31.842854,64814.93228,-1.3397498,8828.552
2012,New Jersey,8.1700001,229.59399,31,9.3999996,65.900002,583034.94,31.789862,65911.89521,-1.3586786,8845.671
2013,New Jersey,8.0500002,232.957,31,8.3999996,64.900002,590396.13,31.774599,66652.52436,-1.3729951,8857.821
2014,New Jersey,9.0100002,236.73599,31,6.6999998,64.199997,588638.19,31.842363,66383.19633,-1.2624624,8867.277
2015,New Jersey,9.1499996,237.017,31,5.6999998,64.099998,597416.81,32.7327,67350.1462,-1.2746205,8870.312
2016,New Jersey,9.0299997,240.007,31,4.9000001,63.900002,603167.81,32.540718,67973.41525,-1.28194,8873.584
2017,New Jersey,8.9099998,245.12,31,4.5,63.5,605410.94,32.521717,68114.41575,-1.2947338,8888.147
2018,New Jersey,8.8599997,251.10699,31,4,63.099998,620087.69,32.554321,69737.57525,-1.3013635,8891.73
2019,New Jersey,11.13,255.657,31,3.4000001,63.900002,633365.38,32.773212,71234.61944,-1.0799673,8891.258
2020,New Jersey,11,258.66,31,9.8000002,63.5,604001.56,35.549999,68000.03738,-1.1730447,8882.371
2001,New Mexico,7.52,177.10001,32,5,63.200001,80861.789,20.16732,44146.00123,-0.98649716,1831.69
2002,New Mexico,7.4000001,179.89999,32,5.5,63.099998,83318.289,20.35619,44908.03904,-1.011905,1855.309
2003,New Mexico,7.2399998,184,32,5.9000001,63.200001,86540,20.430864,46091.3924,-1.0374255,1877.574
2004,New Mexico,7.0500002,188.89999,32,5.5999999,63,93609.523,20.688511,49169.62372,-1.0765508,1903.808
2005,New Mexico,6.8200002,195.3,32,5.1999998,63.099998,94731.977,20.772511,49026.1614,-1.1137711,1932.274
2006,New Mexico,6.6100001,201.60001,32,4.1999998,62.599998,97013.633,21.343176,49442.8437,-1.1721485,1962.137
2007,New Mexico,6.4200001,207.342,32,3.5999999,62.099998,97780.648,21.8435,49134.27568,-1.2244852,1990.07
2008,New Mexico,7.8099999,215.30299,32,4.3000002,62.299999,98035.867,21.908272,48758.00458,-1.0314593,2010.662
2009,New Mexico,9.04,214.537,32,7.0999999,61.200001,99281.195,22.34856,48743.66531,-0.90510273,2036.802
2010,New Mexico,8.8999996,218.056,32,7.8000002,59.599998,98763.094,22.402737,47836.10593,-0.92313194,2064.614
2011,New Mexico,8.6199999,224.939,32,7.1999998,58.400002,98743.477,22.14905,47456.69477,-0.94370937,2080.707
