year,state,minimumwage2020dollars,cpiavg,stateid,percentunemploymentrate,percentlaborforceparticipation,realgdp2020,ahw2020,real_gdp_per_capita_2020,kaitz_index,ResidentPopulation
2012,New Mexico,8.4499998,229.59399,32,7,58.299999,99118.078,22.066898,47476.82418,-0.9599123,2087.715
2013,New Mexico,8.3299999,232.957,32,6.9000001,58.099998,97913.445,21.803375,46785.12093,-0.96220136,2092.833
2014,New Mexico,8.1899996,236.73599,32,6.5999999,58.099998,100319.78,22.029995,47994.47526,-0.98949099,2090.236
2015,New Mexico,8.1800003,237.017,32,6.5999999,58.299999,101120.27,22.331402,48381.26073,-1.0043015,2090.071
2016,New Mexico,8.0799999,240.007,32,6.8000002,58.400002,100500.38,22.08024,48027.59306,-1.0052912,2092.555
2017,New Mexico,7.9099998,245.12,32,6.0999999,58.299999,100365.77,22.094706,47956.64178,-1.0272102,2092.844
2018,New Mexico,7.73,251.10699,32,4.9000001,58.099998,102583.63,22.381096,48995.07296,-1.063108,2093.754
2019,New Mexico,9.1099997,255.657,32,5,58.5,106949.55,22.903288,50937.23478,-0.92190766,2099.634
2020,New Mexico,9,258.66,32,8.5,57.099998,104496.77,24.200001,49611.08455,-0.98912811,2106.319
2001,New York,7.52,177.10001,33,4.9000001,62.299999,1254453.1,32.844967,65737.23992,-1.4742322,19082.838
2002,New York,7.4000001,179.89999,33,6.1999998,63.099998,1246963.8,32.044815,65157.11315,-1.4656553,19137.8
2003,New York,7.2399998,184,33,6.4000001,62.599998,1251994.1,31.964985,65289.84578,-1.4850199,19175.939
2004,New York,7.0500002,188.89999,33,5.8000002,62.700001,1289772.3,32.882401,67275.26759,-1.53991,19171.567
2005,New York,7.9499998,195.3,33,5,63,1317690.9,33.09687,68871.46605,-1.4262669,19132.61
2006,New York,8.6599998,201.60001,33,4.5,63.099998,1351944.9,34.245365,70765.29769,-1.3748364,19104.631
2007,New York,8.9200001,207.342,33,4.4000001,62.599998,1362414.9,35.667316,71210.06924,-1.3859389,19132.335
2008,New York,8.5900002,215.30299,33,5.4000001,63.099998,1341578.3,34.830849,69828.6412,-1.3999047,19212.436
2009,New York,8.6199999,214.537,33,8.3999996,63,1387336.9,33.4776,71856.43329,-1.3567915,19307.066
2010,New York,8.6000004,218.056,33,8.6999998,62.599998,1440088.4,34.390427,74231.52918,-1.3860159,19399.956
2011,New York,8.3400002,224.939,33,8.3999996,61.599998,1442410.9,34.172821,73970.08942,-1.4103675,19499.921
2012,New York,8.1700001,229.59399,33,8.6000004,61.700001,1497317.6,33.959911,76493.81369,-1.4247119,19574.362
2013,New York,8.0500002,232.957,33,7.8000002,61.599998,1498605.9,33.691074,76356.29462,-1.4315608,19626.488
2014,New York,8.7399998,236.73599,33,6.3000002,60.700001,1525699.5,34.630276,77630.18579,-1.3768182,19653.431
2015,New York,9.5500002,237.017,33,5.1999998,60.700001,1548507.8,35.435402,78775.11895,-1.3111701,19657.321
2016,New York,9.6999998,240.007,33,4.9000001,60.599998,1581861.8,35.236717,80557.66459,-1.2899628,19636.391
2017,New York,10.24,245.12,33,4.6999998,60.700001,1600296.6,35.874199,81673.417,-1.2537167,19593.849
2018,New York,10.71,251.10699,33,4.0999999,60.599998,1643598.6,36.108509,84096.92788,-1.2153506,19544.098
2019,New York,11.94,255.657,33,3.8,60.700001,1685016.4,36.670567,86574.78594,-1.1220803,19463.131
2020,New York,11.8,258.66,33,10.1,59.599998,1600925,39.950001,82791.72288,-1.2195292,19336.776
2001,North Carolina,7.52,177.10001,34,5.5999999,67.599998,405396.25,22.50556,49377.61583,-1.0961962,8210.122
2002,North Carolina,7.4000001,179.89999,34,6.9000001,67,411318.41,22.621984,49400.49009,-1.1174421,8326.201
2003,North Carolina,7.2399998,184,34,6.6999998,67.300003,421596.22,22.681425,50055.94182,-1.1419251,8422.501
2004,North Carolina,7.0500002,188.89999,34,5.9000001,66.5,438756.53,22.914923,51297.64209,-1.1787606,8553.152
2005,North Carolina,6.8200002,195.3,34,5.5999999,66.199997,461070.09,22.89283,52963.64547,-1.2109643,8705.407
2006,North Carolina,6.6100001,201.60001,34,5.0999999,66.400002,489484.03,23.1084,54891.69107,-1.2516124,8917.27
2007,North Carolina,7.6700001,207.342,34,5.0999999,65.800003,494839.72,23.341341,54270.42246,-1.1129096,9118.037
2008,North Carolina,7.3899999,215.30299,34,6.1999998,65.300003,507891.5,22.96011,54556.55861,-1.1336305,9309.449
2009,North Carolina,7.9000001,214.537,34,11,64.800003,486943.22,23.10256,51530.74967,-1.0730805,9449.566
2010,North Carolina,8.6000004,218.056,34,10.7,63.5,493573.09,23.470947,51550.33231,-1.0040011,9574.586
2011,North Carolina,8.3400002,224.939,34,10.2,62.799999,499719.34,23.29965,51736.60224,-1.0273752,9658.913
2012,North Carolina,8.1700001,229.59399,34,9.5,62.900002,501755.94,23.363293,51452.59598,-1.0506973,9751.81
2013,North Carolina,8.0500002,232.957,34,7.6999998,61.900002,509602.97,23.386549,51753.59158,-1.066489,9846.717
2014,North Carolina,7.9200001,236.73599,34,6.0999999,61.099998,521097.91,23.642612,52438.60729,-1.0936594,9937.295
2015,North Carolina,7.9099998,237.017,34,5.6999998,61.099998,535576.38,24.4335,53359.0463,-1.1278272,10037.218
2016,North Carolina,7.8099999,240.007,34,5.0999999,61.200001,544450.81,24.506639,53578.17541,-1.1435392,10161.802
2017,North Carolina,7.6500001,245.12,34,4.5,61.400002,559959.81,24.840048,54493.28507,-1.1777515,10275.758
2018,North Carolina,7.4699998,251.10699,34,4,61.200001,568215,25.136881,54681.49591,-1.2134411,10391.358
2019,North Carolina,7.3400002,255.657,34,3.8,61.5,580136.63,25.484652,55243.82596,-1.2447376,10501.384
2020,North Carolina,7.25,258.66,34,7.4000001,59.200001,563106.06,27.025,53119.08896,-1.315761,10600.823
2001,North Dakota,7.52,177.10001,35,2.8,70.699997,28080.93,18.04829,43940.85394,-0.8754847,639.062
2002,North Dakota,7.4000001,179.89999,35,3.4000001,70.699997,29637.619,18.378115,46441.71911,-0.90968037,638.168
2003,North Dakota,7.2399998,184,35,3.5,71.5,31418.303,18.672615,49182.00831,-0.94743681,638.817
2004,North Dakota,7.0500002,188.89999,35,3.4000001,72.300003,31884.666,19.078642,49456.2102,-0.99554193,644.705
2005,North Dakota,6.8200002,195.3,35,3.3,72.5,33080.844,19.08288,51201.68274,-1.028932,646.089
2006,North Dakota,6.6100001,201.60001,35,3.0999999,73.400002,34484.219,19.32119,53099.86265,-1.0726187,649.422
2007,North Dakota,6.4200001,207.342,35,3,74.099998,36098.625,19.84638,55296.27525,-1.1286035,652.822
2008,North Dakota,7.0300002,215.30299,35,3.0999999,74.5,38617.238,20.285437,58727.27881,-1.0597165,657.569
2009,North Dakota,7.9000001,214.537,35,3.9000001,73.5,39731.012,20.870718,59748.75783,-0.97148418,664.968
2010,North Dakota,8.6000004,218.056,35,3.7,72.800003,42744.059,21.749943,63347.80631,-0.92784882,674.752
2011,North Dakota,8.3400002,224.939,35,3.4000001,72.599998,47730.785,23.098295,69626.51307,-1.0186956,685.526
2012,North Dakota,8.1700001,229.59399,35,2.9000001,72.599998,58430.891,24.885149,83207.98118,-1.1138024,702.227
2013,North Dakota,8.0500002,232.957,35,2.9000001,71.900002,59625.602,25.525225,82452.71998,-1.153995,723.149
2014,North Dakota,7.9200001,236.73599,35,2.5999999,71.800003,65146.668,26.731186,88186.6702,-1.2164397,738.736
2015,North Dakota,7.9099998,237.017,35,2.8,70.800003,63740.246,26.6175,84364.16218,-1.2134411,755.537
2016,North Dakota,7.8099999,240.007,35,3.0999999,70.900002,59718.266,25.3424,78980.50559,-1.177074,756.114
2017,North Dakota,7.6500001,245.12,35,2.7,70.800003,60967.879,25.55278,80564.88428,-1.2060404,756.755
2018,North Dakota,7.4699998,251.10699,35,2.5,70,62998.031,25.935284,82885.38435,-1.2447093,760.062
2019,North Dakota,7.3400002,255.657,35,2.3,70.099998,63407.242,26.319799,83023.76513,-1.2769825,763.724
2020,North Dakota,7.25,258.66,35,5.0999999,69.5,61529.273,26.674999,80397.94776,-1.3027252,765.309
2001,Ohio,7.52,177.10001,36,4.4000001,67.199997,566995.38,23.382401,49791.45203,-1.1344175,11387.404
2002,Ohio,7.4000001,179.89999,36,5.8000002,66.900002,578547.81,23.664972,50714.71242,-1.1625159,11407.889
2003,Ohio,7.2399998,184,36,6.1999998,67,586127.69,23.77154,51258.29093,-1.1888678,11434.788
2004,Ohio,7.0500002,188.89999,36,6.3000002,66.599998,602051,24.011002,52570.53832,-1.2254845,11452.251
2005,Ohio,6.8200002,195.3,36,5.9000001,66.699997,615470.5,23.787342,53690.42302,-1.2492942,11463.32
2006,Ohio,6.6100001,201.60001,36,5.4000001,67.199997,614946.75,23.814489,53561.13069,-1.2817106,11481.213
2007,Ohio,8.5500002,207.342,36,5.5999999,67.599998,616327.94,23.965441,53591.55297,-1.0306816,11500.468
2008,Ohio,8.4099998,215.30299,36,6.5999999,67.199997,605500,23.561159,52581.80117,-1.0301781,11515.391
2009,Ohio,8.8000002,214.537,36,10.1,66,576136.56,23.735918,49973.2637,-0.99223757,11528.896
2010,Ohio,8.6599998,218.056,36,10.3,65.400002,590682,23.856689,51188.05933,-1.0133498,11539.449
2011,Ohio,8.5100002,224.939,36,8.8000002,64.199997,610072.44,23.75989,52839.63645,-1.0267568,11545.735
2012,Ohio,8.6700001,229.59399,36,7.4000001,63.299999,615212.81,23.983307,53260.70077,-1.0174894,11550.971
2013,Ohio,8.7200003,232.957,36,7.5,63,627016.13,23.858725,54147.91084,-1.0065305,11579.692
2014,Ohio,7.9200001,236.73599,36,5.8000002,62.799999,647270.75,24.189262,55767.60255,-1.1165175,11606.573
2015,Ohio,7.9099998,237.017,36,5,62.599998,652540.31,24.761099,56145.46758,-1.1411459,11622.315
2016,Ohio,7.8099999,240.007,36,5.0999999,62.799999,658282.75,24.722319,56553.20935,-1.1523015,11640.06
2017,Ohio,8.6000004,245.12,36,5,63,665939.94,24.945637,57085.26685,-1.0649366,11665.706
2018,Ohio,8.5500002,251.10699,36,4.5,62.799999,675159.25,25.059616,57800.31611,-1.0753264,11680.892
2019,Ohio,8.8000002,255.657,36,4.1999998,63.200001,688944.69,25.358114,58901.74648,-1.058347,11696.507
2020,Ohio,8.6999998,258.66,36,8.1999998,62.200001,664991.69,26.85,56869.86652,-1.1269429,11693.217
2001,Oklahoma,7.52,177.10001,37,3.5999999,64.5,145299.05,19.692366,41907.94901,-0.96266484,3467.1
2002,Oklahoma,7.4000001,179.89999,37,4.5999999,64.599998,148006.94,19.816715,42420.04769,-0.98504567,3489.08
2003,Oklahoma,7.2399998,184,37,5.4000001,64.199997,150401.2,20.079214,42911.793,-1.0200639,3504.892
2004,Oklahoma,7.0500002,188.89999,37,4.6999998,64.099998,155676.52,20.243227,44160.63279,-1.0547928,3525.233
2005,Oklahoma,6.8200002,195.3,37,4.3000002,64.300003,161734.97,20.209299,45577.15909,-1.0862833,3548.597
2006,Oklahoma,6.6100001,201.60001,37,3.9000001,63.700001,172316.48,20.990129,47944.39761,-1.1554687,3594.09
2007,Oklahoma,6.4200001,207.342,37,4,63.5,176106.25,21.313017,48456.06462,-1.1998999,3634.349
2008,Oklahoma,7.0300002,215.30299,37,3.5999999,63.5,183058.86,21.547642,49893.71966,-1.1200798,3668.976
2009,Oklahoma,7.9000001,214.537,37,6.5999999,63.799999,180471.27,21.594561,48545.46731,-1.0055788,3717.572
2010,Oklahoma,8.6000004,218.056,37,6.5,62.299999,181004.02,21.809288,48139.18778,-0.9305737,3760.014
2011,Oklahoma,8.3400002,224.939,37,5.5999999,61.599998,187500.66,22.177814,49487.82525,-0.97802925,3788.824
2012,Oklahoma,8.1700001,229.59399,37,5.0999999,62,197135.91,22.574183,51615.44725,-1.0163381,3819.32
2013,Oklahoma,8.0500002,232.957,37,5.0999999,61.599998,200319.97,22.6644,51978.62887,-1.0351233,3853.891
2014,Oklahoma,7.9200001,236.73599,37,4.3000002,61.099998,213465.53,23.013964,55028.41961,-1.06671,3879.187
2015,Oklahoma,7.9099998,237.017,37,4.3000002,61.599998,222159.16,23.2596,56810.67316,-1.0785902,3910.518
2016,Oklahoma,7.8099999,240.007,37,4.6999998,61.099998,217597.19,22.75424,55394.41665,-1.0693467,3928.143
2017,Oklahoma,7.6500001,245.12,37,4,61.099998,218984.78,22.913031,55670.29405,-1.0970001,3933.602
2018,Oklahoma,7.4699998,251.10699,37,3.3,61,222482.02,23.153746,56417.57246,-1.1312616,3943.488
2019,Oklahoma,7.3400002,255.657,37,3.0999999,60.900002,226261.39,23.38413,57126.96267,-1.1587188,3960.676
2020,Oklahoma,7.25,258.66,37,6.1999998,60.5,215194.58,23.85,54058.35485,-1.1907827,3980.783
2001,Oregon,9.4899998,177.10001,38,6.4000001,67.699997,153500.05,23.345865,44262.64087,-0.90018129,3467.937
2002,Oregon,9.3500004,179.89999,38,7.5,67.400002,156618.61,23.305321,44577.20161,-0.91330528,3513.424
2003,Oregon,9.6999998,184,38,8,67,163236.2,23.314396,46016.04115,-0.87694502,3547.376
2004,Oregon,9.6499996,188.89999,38,7.3000002,66.300003,171350.84,23.462963,48004.65504,-0.8884654,3569.463
2005,Oregon,9.6000004,195.3,38,6.1999998,65.5,178297.59,23.323521,49346.14505,-0.88769913,3613.202
2006,Oregon,9.6199999,201.60001,38,5.4000001,65.400002,187252.64,23.493538,51010.24467,-0.89288116,3670.883
2007,Oregon,9.7299995,207.342,38,5.1999998,65.300003,190485.63,23.747005,51172.5661,-0.89224243,3722.417
2008,Oregon,9.5500002,215.30299,38,6.3000002,65.599998,195697.59,23.410898,51926.4196,-0.89666033,3768.748
2009,Oregon,10.13,214.537,38,10.8,65.5,186598.81,23.645439,48994.06869,-0.84766912,3808.6
2010,Oregon,9.96,218.056,38,10.7,65.599998,190777.48,23.767672,49712.5245,-0.86974931,3837.614
2011,Oregon,9.7700005,224.939,38,9.6000004,65.099998,195960.47,23.846186,50600.84355,-0.89230776,3872.672
2012,Oregon,9.9099998,229.59399,38,8.8000002,63.400002,196838.98,23.983307,50470.21334,-0.88381386,3900.102
2013,Oregon,9.9399996,232.957,38,7.8000002,61.599998,198330.17,24.05315,50541.43997,-0.88369894,3924.11
2014,Oregon,9.9399996,236.73599,38,6.5999999,61.599998,204289.98,24.462587,51517.51618,-0.90057802,3965.447
2015,Oregon,10.09,237.017,38,5.5,61.599998,214126.69,25.3617,53284.67141,-0.92169523,4018.542
2016,Oregon,10.51,240.007,38,4.8000002,62.299999,223294.8,25.63896,54551.67762,-0.89178586,4093.271
2017,Oregon,10.29,245.12,38,4.0999999,62.5,231936.11,25.948744,55924.68487,-0.92495084,4147.294
2018,Oregon,11.07,251.10699,38,4,61.900002,242604.88,26.2701,57990.36127,-0.86419272,4183.538
2019,Oregon,11.38,255.657,38,3.7,61.799999,247395.23,26.775335,58678.46852,-0.85562372,4216.116
2020,Oregon,11.25,258.66,38,7.5999999,61.200001,239945.47,28.799999,56570.80608,-0.94000721,4241.507
2001,Pennsylvania,7.52,177.10001,39,4.8000002,64.900002,616927.19,24.588057,50160.88258,-1.1846945,12298.97
2002,Pennsylvania,7.4000001,179.89999,39,5.5,65,625714.5,24.779884,50743.08061,-1.2085521,12331.031
2003,Pennsylvania,7.2399998,184,39,5.6999998,64.099998,640579.69,25.002316,51765.44596,-1.2393472,12374.658
2004,Pennsylvania,7.0500002,188.89999,39,5.4000001,64.400002,658713.31,25.381102,53076.14738,-1.2809774,12410.722
2005,Pennsylvania,6.8200002,195.3,39,5,64.5,670580.13,25.278191,53861.90109,-1.3100826,12449.99
2006,Pennsylvania,6.6100001,201.60001,39,4.6999998,64.5,673245.19,25.515526,53813.08195,-1.3507035,12510.809
2007,Pennsylvania,7.8000002,207.342,39,4.5999999,64.599998,695893.44,25.962559,55388.16694,-1.2025318,12563.937
2008,Pennsylvania,8.5900002,215.30299,39,5.4000001,65.099998,709982.44,25.634783,56292.92709,-1.0933514,12612.285
2009,Pennsylvania,8.6199999,214.537,39,8,64.400002,687819.75,25.997919,54300.73898,-1.1039314,12666.858
2010,Pennsylvania,8.6000004,218.056,39,8.1999998,63.299999,707635.88,26.082127,55669.3634,-1.109488,12711.406
2011,Pennsylvania,8.3400002,224.939,39,7.6999998,63.099998,718218.63,26.032326,56343.90053,-1.1382759,12747.052
2012,Pennsylvania,8.1700001,229.59399,39,7.6999998,63.5,730406.88,26.237907,57201.02156,-1.1667364,12769.123
2013,Pennsylvania,8.0500002,232.957,39,7.0999999,63.099998,739429,26.219601,57860.38588,-1.180835,12779.538
2014,Pennsylvania,7.9200001,236.73599,39,5.9000001,62.599998,754888.69,26.567188,59010.75342,-1.2102857,12792.392
2015,Pennsylvania,7.9099998,237.017,39,5.4000001,62.900002,769344.06,27.409201,60152.76034,-1.2427509,12789.838
2016,Pennsylvania,7.8099999,240.007,39,5.3000002,63.099998,775987.56,27.202641,60678.69584,-1.2479091,12788.468
2017,Pennsylvania,7.6500001,245.12,39,5,62.700001,782612.81,27.400606,61167.05312,-1.2758596,12794.679
2018,Pennsylvania,7.4699998,251.10699,39,4.5,62.599998,793558.31,27.55785,61952.66462,-1.3053925,12809.107
2019,Pennsylvania,7.3400002,255.657,39,4.5,63.200001,807342.25,27.990095,63079.11792,-1.3385119,12798.883
2020,Pennsylvania,7.25,258.66,39,9.1000004,62.200001,770818.31,29.825001,60299.06861,-1.4143454,12783.254
2001,Rhode Island,8.9799995,177.10001,40,4.4000001,66.099998,51573.75,23.60161,48786.01929,-0.96631503,1057.142
2002,Rhode Island,8.8400002,179.89999,40,5.0999999,66.5,53236.18,24.060585,49940.36557,-1.0012882,1065.995
2003,Rhode Island,8.6499996,184,40,5.5999999,67.199997,54754.199,24.615499,51108.0486,-1.0458169,1071.342
2004,Rhode Island,9.2399998,188.89999,40,5.3000002,66.400002,56944.207,24.798809,52992.10854,-0.98725367,1074.579
2005,Rhode Island,8.9399996,195.3,40,5.0999999,67.300003,57909.063,24.68185,54226.23409,-1.0155327,1067.916
2006,Rhode Island,8.6599998,201.60001,40,5.1999998,68.199997,59633.719,24.969912,56094.38752,-1.0589569,1063.096
2007,Rhode Island,9.2299995,207.342,40,5.0999999,68.199997,58021.117,24.995205,54875.90453,-0.99622488,1057.315
2008,Rhode Island,8.8900003,215.30299,40,7.5999999,67.800003,57013.422,24.853416,54041.00462,-1.0280683,1055.003
2009,Rhode Island,8.9200001,214.537,40,11.4,67.900002,56369.848,25.183599,53499.79784,-1.0378971,1053.646
2010,Rhode Island,8.7799997,218.056,40,11.6,67.800003,57867.465,25.488678,54903.03076,-1.065758,1053.994
2011,Rhode Island,8.5100002,224.939,40,11,66.599998,57807.492,25.284435,54854.71742,-1.0889471,1053.829
2012,Rhode Island,8.3400002,229.59399,40,10.2,66.099998,58149.516,25.307886,55123.61538,-1.1100528,1054.893
2013,Rhode Island,8.6099997,232.957,40,9.5,65.699997,58519.043,25.497452,55438.85994,-1.0856543,1055.56
2014,Rhode Island,8.7399998,236.73599,40,7.8000002,65.199997,58950.352,25.911211,55797.19662,-1.0867655,1056.511
2015,Rhode Island,9.8199997,237.017,40,6,64.900002,59542.973,26.5902,56338.12256,-0.99612164,1056.886
2016,Rhode Island,10.35,240.007,40,5.1999998,64.5,59637.102,26.663441,56377.57606,-0.94630671,1057.816
2017,Rhode Island,10.13,245.12,40,4.5,64.699997,59305.898,26.81986,56131.44051,-0.9736414,1056.554
2018,Rhode Island,10.4,251.10699,40,4.0999999,64.800003,59176.262,26.604916,55861.54938,-0.93929029,1059.338
2019,Rhode Island,10.62,255.657,40,3.5999999,64.800003,60000.543,26.72472,56702.82037,-0.92284989,1058.158
2020,Rhode Island,10.5,258.66,40,9.5,62.700001,57960.242,29.075001,54828.1821,-1.0185034,1057.125
2001,South Carolina,7.52,177.10001,41,5.3000002,63.400002,170240.22,20.569204,41879.56443,-1.0062289,4064.995
2002,South Carolina,7.4000001,179.89999,41,6.4000001,63.099998,175041.63,20.751804,42612.0656,-1.0311532,4107.795
2003,South Carolina,7.2399998,184,41,7.1999998,63.799999,181798.88,20.782515,43803.82416,-1.0544908,4150.297
2004,South Carolina,7.0500002,188.89999,41,7.4000001,64.300003,184971.22,20.96253,43926.54719,-1.0897089,4210.921
2005,South Carolina,6.8200002,195.3,41,7.3000002,64,191064.39,20.971291,44744.18697,-1.1232949,4270.15
2006,South Carolina,6.6100001,201.60001,41,6.9000001,65,195441.02,21.150604,44848.06832,-1.1630847,4357.847
2007,South Carolina,6.4200001,207.342,41,6.0999999,63.900002,201194.42,21.250605,45272.15123,-1.1969671,4444.11
2008,South Carolina,7.0300002,215.30299,41,7.3000002,62.799999,199044.66,20.94659,43948.95911,-1.0917892,4528.996
2009,South Carolina,7.9000001,214.537,41,11.4,62.099998,190346.64,21.323118,41471.0127,-0.99292898,4589.872
2010,South Carolina,8.6000004,218.056,41,11.3,61,194043.28,21.423544,41857.14538,-0.91272831,4635.846
2011,South Carolina,8.3400002,224.939,41,10.5,60.5,198498.59,21.257336,42480.90005,-0.9356389,4672.655
2012,South Carolina,8.1700001,229.59399,41,9,59.900002,200228.89,21.277788,42430.12172,-0.95719481,4719.027
2013,South Carolina,8.0500002,232.957,41,7.4000001,59.400002,203907.83,21.247875,42779.64044,-0.97058487,4766.469
2014,South Carolina,7.9200001,236.73599,41,6.3000002,59.099998,209663.03,21.456013,43436.7512,-0.99661374,4826.858
2015,South Carolina,7.9099998,237.017,41,5.9000001,59.299999,216464.03,22.058401,44212.37025,-1.0255656,4896.006
2016,South Carolina,7.8099999,240.007,41,4.9000001,58.799999,223211.83,22.242001,44974.90143,-1.0465775,4963.031
2017,South Carolina,7.6500001,245.12,41,4.1999998,58.200001,228271.83,22.437876,45408.2352,-1.0760448,5027.102
2018,South Carolina,7.4699998,251.10699,41,3.4000001,57.900002,234222.17,22.1493,46000.76163,-1.086911,5091.702
2019,South Carolina,7.3400002,255.657,41,2.8,58.200001,239531.86,22.574289,46441.58581,-1.1234727,5157.702
2020,South Carolina,7.25,258.66,41,6.1999998,57.700001,235020.06,23.825001,45039.91154,-1.1897341,5218.04
2001,South Dakota,7.52,177.10001,42,3,73,33204.848,17.97522,43807.48629,-0.87142801,757.972
2002,South Dakota,7.4000001,179.89999,42,3.2,73,36958.418,18.234255,48628.21768,-0.90182185,760.02
2003,South Dakota,7.2399998,184,42,3.5,73.099998,37177.34,18.391294,48678.70671,-0.93225622,763.729
2004,South Dakota,7.0500002,188.89999,42,3.5999999,73.099998,38632.121,18.63336,50145.79645,-0.97192585,770.396
2005,South Dakota,6.8200002,195.3,42,3.5999999,72.800003,40404.91,18.58593,52102.224,-1.0025452,775.493
2006,South Dakota,6.6100001,201.60001,42,3,72.5,40978.258,18.711386,52332.73438,-1.0405486,783.033
2007,South Dakota,6.4200001,207.342,42,2.8,72.199997,42562.227,19.003845,53765.77866,-1.0852232,791.623
2008,South Dakota,7.0300002,215.30299,42,3.0999999,71.800003,44055.785,18.963127,55130.09871,-0.99230957,799.124
2009,South Dakota,7.9000001,214.537,42,4.5999999,71.5,45077.684,19.33256,55853.70731,-0.89492798,807.067
2010,South Dakota,8.6000004,218.056,42,4.9000001,71.599998,45508.648,19.583851,55757.21429,-0.82294297,816.193
2011,South Dakota,8.3400002,224.939,42,4.5999999,71.5,48529.703,19.588964,58913.85996,-0.85390306,823.74
2012,South Dakota,8.1700001,229.59399,42,4.0999999,70.800003,49490.16,19.812298,59350.75354,-0.88583398,833.859
2013,South Dakota,8.0500002,232.957,42,3.7,70.099998,49767.363,19.8869,59053.46063,-0.90438914,842.751
2014,South Dakota,7.9200001,236.73599,42,3.3,70,50555.461,20.335381,59500.11299,-0.94297099,849.67
2015,South Dakota,9.2799997,237.017,42,3.0999999,69.900002,51477.59,21.102901,60231.44795,-0.82154918,854.663
2016,South Dakota,9.21,240.007,42,3,69.5,51941.477,21.35232,60138.819,-0.84087038,863.693
2017,South Dakota,9.1300001,245.12,42,3.0999999,69,51718.496,21.540359,59192.63115,-0.85836267,873.732
2018,South Dakota,9.1199999,251.10699,42,2.9000001,68.800003,52367.707,21.634199,59550.30783,-0.86380553,879.386
2019,South Dakota,9.4099998,255.657,42,3,68.699997,52578.398,21.966911,59268.17468,-0.84776449,887.127
2020,South Dakota,9.3000002,258.66,42,4.5999999,68.099998,52625.406,23.625,58949.70747,-0.93229103,892.717
2001,Tennessee,7.52,177.10001,43,4.5,64.900002,263069.53,22.140209,45744.94561,-1.0798292,5750.789
2002,Tennessee,7.4000001,179.89999,43,5.0999999,65.199997,271647.41,22.51409,46868.74625,-1.1126611,5795.918
2003,Tennessee,7.2399998,184,43,5.5,64.699997,280690.72,22.716591,47999.27221,-1.1434743,5847.812
2004,Tennessee,7.0500002,188.89999,43,5.4000001,63.799999,293721.97,23.017679,49692.34668,-1.183235,5910.809
2005,Tennessee,6.8200002,195.3,43,5.5,62.900002,302557.97,22.859699,50501.60097,-1.2095159,5991.057
2006,Tennessee,6.6100001,201.60001,43,5.3000002,64.199997,309871.31,23.172588,50892.30067,-1.2543864,6088.766
2007,Tennessee,6.4200001,207.342,43,4.5999999,63.900002,308005.41,23.466158,49873.54687,-1.2961411,6175.727
2008,Tennessee,7.0300002,215.30299,43,6.5,63.5,309524,23.110373,49544.36326,-1.1900947,6247.411
2009,Tennessee,7.9000001,214.537,43,10.1,62.299999,298438.13,23.34384,47325.91672,-1.0834703,6306.019
2010,Tennessee,8.6000004,218.056,43,9.8000002,62.799999,302623.47,23.708328,47615.86231,-1.0140641,6355.518
2011,Tennessee,8.3400002,224.939,43,9.1000004,62.700001,312147.47,23.47224,48770.7713,-1.0347552,6400.298
2012,Tennessee,8.1700001,229.59399,43,8,61.700001,322792.78,23.814213,50000.80239,-1.0698137,6455.752
2013,Tennessee,8.0500002,232.957,43,7.6999998,60.799999,326685.44,23.553202,50282.94692,-1.0735896,6496.943
2014,Tennessee,7.9200001,236.73599,43,6.5999999,59.599998,331572.88,23.751942,50663.45059,-1.098273,6544.617
2015,Tennessee,7.9099998,237.017,43,5.5999999,59.599998,343245.03,24.5427,52043.45817,-1.1322865,6595.354
2016,Tennessee,7.8099999,240.007,43,4.8000002,60.200001,349624.44,24.587519,52565.0097,-1.1468341,6651.277
2017,Tennessee,7.6500001,245.12,43,3.7,60.5,358945.84,24.787252,53456.3382,-1.1756239,6714.748
2018,Tennessee,7.4699998,251.10699,43,3.5,61,363721.66,24.982349,53660.66702,-1.2072744,6778.18
2019,Tennessee,7.3400002,255.657,43,3.4000001,61.900002,371007.5,25.155655,54317.69352,-1.2317438,6830.325
2020,Tennessee,7.25,258.66,43,7.5,60.5,356593.5,26.5,51779.01776,-1.2961432,6886.834
2001,Texas,7.52,177.10001,44,5,68,1150452.3,25.318756,53962.13404,-1.2139792,21319.622
2002,Texas,7.4000001,179.89999,44,6.4000001,68.099998,1176413,25.067604,54236.76224,-1.2200963,21690.325
2003,Texas,7.2399998,184,44,6.6999998,68,1184352,25.002316,53758.59967,-1.2393472,22030.931
2004,Texas,7.0500002,188.89999,44,6,67.400002,1250713.4,25.381102,55850.3222,-1.2809774,22394.023
2005,Texas,6.8200002,195.3,44,5.5,67.199997,1286670.6,25.576359,56487.12144,-1.3218089,22778.123
2006,Texas,6.6100001,201.60001,44,5,66.699997,1384941.4,26.18952,59287.94096,-1.3767757,23359.58
2007,Texas,6.4200001,207.342,44,4.4000001,65.800003,1449925,26.8363,60839.46099,-1.4303372,23831.983
2008,Texas,7.0300002,215.30299,44,4.9000001,65.800003,1445298.6,26.536358,59455.19278,-1.3283291,24309.039
2009,Texas,7.9000001,214.537,44,7.5,66.099998,1439895.1,26.510639,58056.16383,-1.2106833,24801.761
