Year,State,LaborForceParticipation
2005/4/1,Oregon,65.6
2005/4/1,Pennsylvania,64.5
2005/4/1,Rhode Island,66.9
2005/4/1,South Carolina,63.7
2005/4/1,South Dakota,73
2005/4/1,Tennessee,62.7
2005/4/1,Texas,67.3
2005/4/1,Utah,71.9
2005/4/1,Vermont,70.3
2005/4/1,Virginia,68.4
2005/4/1,Washington,67.6
2005/4/1,West Virginia,55.2
2005/4/1,Wisconsin,70.6
2005/4/1,Wyoming,71.4
2005/5/1,Alabama,61.5
2005/5/1,Alaska,71.7
2005/5/1,Arizona,64.2
2005/5/1,Arkansas,63.2
2005/5/1,California,65.6
2005/5/1,Colorado,72.5
2005/5/1,Connecticut,66.9
2005/5/1,Delaware,67
2005/5/1,District of Columbia,68.4
2005/5/1,Florida,62.2
2005/5/1,Georgia,68.2
2005/5/1,Hawaii,65.7
2005/5/1,Idaho,69.3
2005/5/1,Illinois,66.7
2005/5/1,Indiana,67.3
2005/5/1,Iowa,71.6
2005/5/1,Kansas,70.6
2005/5/1,Kentucky,62.1
2005/5/1,Louisiana,61.3
2005/5/1,Maine,66.7
2005/5/1,Maryland,68.9
2005/5/1,Massachusetts,66.9
2005/5/1,Michigan,65.6
2005/5/1,Minnesota,73.5
2005/5/1,Mississippi,61.8
2005/5/1,Missouri,68
2005/5/1,Montana,66.6
2005/5/1,Nebraska,73.6
2005/5/1,Nevada,67.5
2005/5/1,New Hampshire,71.3
2005/5/1,New Jersey,66.1
2005/5/1,New Mexico,63.2
2005/5/1,New York,62.9
2005/5/1,North Carolina,66.2
2005/5/1,North Dakota,72.5
2005/5/1,Ohio,66.7
2005/5/1,Oklahoma,64.4
2005/5/1,Oregon,65.6
2005/5/1,Pennsylvania,64.6
2005/5/1,Rhode Island,67.1
2005/5/1,South Carolina,63.6
2005/5/1,South Dakota,73
2005/5/1,Tennessee,62.7
2005/5/1,Texas,67.3
2005/5/1,Utah,72
2005/5/1,Vermont,70.4
2005/5/1,Virginia,68.5
2005/5/1,Washington,67.7
2005/5/1,West Virginia,55.3
2005/5/1,Wisconsin,70.6
2005/5/1,Wyoming,71.6
2005/6/1,Alabama,61.6
2005/6/1,Alaska,71.7
2005/6/1,Arizona,64.2
2005/6/1,Arkansas,63.3
2005/6/1,California,65.6
2005/6/1,Colorado,72.5
2005/6/1,Connecticut,67.1
2005/6/1,Delaware,67.2
2005/6/1,District of Columbia,68.3
2005/6/1,Florida,62.3
2005/6/1,Georgia,68.3
2005/6/1,Hawaii,65.8
2005/6/1,Idaho,69.4
2005/6/1,Illinois,66.7
2005/6/1,Indiana,67.4
2005/6/1,Iowa,71.7
2005/6/1,Kansas,70.6
2005/6/1,Kentucky,62.2
2005/6/1,Louisiana,61.3
2005/6/1,Maine,66.8
2005/6/1,Maryland,69
2005/6/1,Massachusetts,66.9
2005/6/1,Michigan,65.6
2005/6/1,Minnesota,73.5
2005/6/1,Mississippi,61.8
2005/6/1,Missouri,67.9
2005/6/1,Montana,66.7
2005/6/1,Nebraska,73.5
2005/6/1,Nevada,67.6
2005/6/1,New Hampshire,71.3
2005/6/1,New Jersey,66.2
2005/6/1,New Mexico,63.2
2005/6/1,New York,63
2005/6/1,North Carolina,66.2
2005/6/1,North Dakota,72.5
2005/6/1,Ohio,66.7
2005/6/1,Oklahoma,64.4
2005/6/1,Oregon,65.6
2005/6/1,Pennsylvania,64.6
2005/6/1,Rhode Island,67.3
2005/6/1,South Carolina,63.5
2005/6/1,South Dakota,72.9
2005/6/1,Tennessee,62.8
2005/6/1,Texas,67.3
2005/6/1,Utah,72.1
2005/6/1,Vermont,70.5
2005/6/1,Virginia,68.6
2005/6/1,Washington,67.8
2005/6/1,West Virginia,55.4
2005/6/1,Wisconsin,70.7
2005/6/1,Wyoming,71.7
2005/7/1,Alabama,61.6
2005/7/1,Alaska,71.7
2005/7/1,Arizona,64.2
2005/7/1,Arkansas,63.3
2005/7/1,California,65.7
2005/7/1,Colorado,72.5
2005/7/1,Connecticut,67.2
2005/7/1,Delaware,67.4
2005/7/1,District of Columbia,68.2
2005/7/1,Florida,62.4
2005/7/1,Georgia,68.3
2005/7/1,Hawaii,66
2005/7/1,Idaho,69.4
2005/7/1,Illinois,66.8
2005/7/1,Indiana,67.5
2005/7/1,Iowa,71.7
2005/7/1,Kansas,70.5
2005/7/1,Kentucky,62.2
2005/7/1,Louisiana,61.2
2005/7/1,Maine,66.9
2005/7/1,Maryland,69.1
2005/7/1,Massachusetts,67
2005/7/1,Michigan,65.6
2005/7/1,Minnesota,73.4
2005/7/1,Mississippi,61.9
2005/7/1,Missouri,67.9
2005/7/1,Montana,66.7
2005/7/1,Nebraska,73.4
2005/7/1,Nevada,67.7
2005/7/1,New Hampshire,71.4
2005/7/1,New Jersey,66.3
2005/7/1,New Mexico,63.2
2005/7/1,New York,63.1
2005/7/1,North Carolina,66.3
2005/7/1,North Dakota,72.6
2005/7/1,Ohio,66.7
2005/7/1,Oklahoma,64.5
2005/7/1,Oregon,65.6
2005/7/1,Pennsylvania,64.6
2005/7/1,Rhode Island,67.5
2005/7/1,South Carolina,63.8
2005/7/1,South Dakota,72.9
2005/7/1,Tennessee,62.9
2005/7/1,Texas,67.3
2005/7/1,Utah,72.3
2005/7/1,Vermont,70.6
2005/7/1,Virginia,68.7
2005/7/1,Washington,67.8
2005/7/1,West Virginia,55.5
2005/7/1,Wisconsin,70.7
2005/7/1,Wyoming,71.8
2005/8/1,Alabama,61.6
2005/8/1,Alaska,71.7
2005/8/1,Arizona,64.2
2005/8/1,Arkansas,63.3
2005/8/1,California,65.7
2005/8/1,Colorado,72.5
2005/8/1,Connecticut,67.2
2005/8/1,Delaware,67.6
2005/8/1,District of Columbia,68.1
2005/8/1,Florida,62.5
2005/8/1,Georgia,68.3
2005/8/1,Hawaii,66.1
2005/8/1,Idaho,69.4
2005/8/1,Illinois,66.8
2005/8/1,Indiana,67.5
2005/8/1,Iowa,71.8
2005/8/1,Kansas,70.5
2005/8/1,Kentucky,62.3
2005/8/1,Louisiana,60.9
2005/8/1,Maine,66.9
2005/8/1,Maryland,69.1
2005/8/1,Massachusetts,66.9
2005/8/1,Michigan,65.5
2005/8/1,Minnesota,73.3
2005/8/1,Mississippi,61.8
2005/8/1,Missouri,67.8
2005/8/1,Montana,66.8
2005/8/1,Nebraska,73.4
2005/8/1,Nevada,67.8
2005/8/1,New Hampshire,71.3
2005/8/1,New Jersey,66.4
2005/8/1,New Mexico,63.1
2005/8/1,New York,63.2
2005/8/1,North Carolina,66.3
2005/8/1,North Dakota,72.6
2005/8/1,Ohio,66.8
2005/8/1,Oklahoma,64.4
2005/8/1,Oregon,65.5
2005/8/1,Pennsylvania,64.5
2005/8/1,Rhode Island,67.7
2005/8/1,South Carolina,64.1
2005/8/1,South Dakota,72.8
2005/8/1,Tennessee,62.9
2005/8/1,Texas,67.2
2005/8/1,Utah,72.3
2005/8/1,Vermont,70.7
2005/8/1,Virginia,68.7
2005/8/1,Washington,67.8
2005/8/1,West Virginia,55.5
2005/8/1,Wisconsin,70.8
2005/8/1,Wyoming,71.9
2005/9/1,Alabama,61.6
2005/9/1,Alaska,71.7
2005/9/1,Arizona,64.1
2005/9/1,Arkansas,63.2
2005/9/1,California,65.6
2005/9/1,Colorado,72.5
2005/9/1,Connecticut,67.3
2005/9/1,Delaware,67.7
2005/9/1,District of Columbia,68
2005/9/1,Florida,62.5
2005/9/1,Georgia,68.3
2005/9/1,Hawaii,66.2
2005/9/1,Idaho,69.3
2005/9/1,Illinois,66.8
2005/9/1,Indiana,67.6
2005/9/1,Iowa,71.8
2005/9/1,Kansas,70.5
2005/9/1,Kentucky,62.3
2005/9/1,Louisiana,68.7
2005/9/1,Maine,66.9
2005/9/1,Maryland,69.1
2005/9/1,Massachusetts,66.9
2005/9/1,Michigan,65.5
2005/9/1,Minnesota,73.2
2005/9/1,Mississippi,61
2005/9/1,Missouri,67.8
2005/9/1,Montana,66.8
2005/9/1,Nebraska,73.3
2005/9/1,Nevada,67.8
2005/9/1,New Hampshire,71.3
2005/9/1,New Jersey,66.5
2005/9/1,New Mexico,63.1
2005/9/1,New York,63.2
2005/9/1,North Carolina,66.2
2005/9/1,North Dakota,72.6
2005/9/1,Ohio,66.8
2005/9/1,Oklahoma,64.3
2005/9/1,Oregon,65.4
2005/9/1,Pennsylvania,64.5
2005/9/1,Rhode Island,67.9
2005/9/1,South Carolina,64.3
2005/9/1,South Dakota,72.8
2005/9/1,Tennessee,63
2005/9/1,Texas,67
2005/9/1,Utah,72.3
2005/9/1,Vermont,70.8
2005/9/1,Virginia,68.7
2005/9/1,Washington,67.8
2005/9/1,West Virginia,55.5
2005/9/1,Wisconsin,70.8
2005/9/1,Wyoming,71.8
2005/10/1,Alabama,61.5
2005/10/1,Alaska,71.6
2005/10/1,Arizona,64
2005/10/1,Arkansas,63.2
2005/10/1,California,65.5
2005/10/1,Colorado,72.4
2005/10/1,Connecticut,67.3
2005/10/1,Delaware,67.7
2005/10/1,District of Columbia,67.8
2005/10/1,Florida,62.4
2005/10/1,Georgia,68.2
2005/10/1,Hawaii,66.1
2005/10/1,Idaho,69.1
2005/10/1,Illinois,66.7
2005/10/1,Indiana,67.6
2005/10/1,Iowa,71.7
2005/10/1,Kansas,70.4
2005/10/1,Kentucky,62.2
2005/10/1,Louisiana,68.4
2005/10/1,Maine,66.8
2005/10/1,Maryland,69
2005/10/1,Massachusetts,66.8
2005/10/1,Michigan,65.4
2005/10/1,Minnesota,73.1
2005/10/1,Mississippi,61.4
2005/10/1,Missouri,67.6
2005/10/1,Montana,66.8
2005/10/1,Nebraska,73.2
2005/10/1,Nevada,67.7
2005/10/1,New Hampshire,71.2
2005/10/1,New Jersey,66.4
2005/10/1,New Mexico,62.9
2005/10/1,New York,63.2
2005/10/1,North Carolina,66.1
2005/10/1,North Dakota,72.5
2005/10/1,Ohio,66.7
2005/10/1,Oklahoma,64.3
2005/10/1,Oregon,65.3
2005/10/1,Pennsylvania,64.4
2005/10/1,Rhode Island,67.9
2005/10/1,South Carolina,64.4
2005/10/1,South Dakota,72.6
2005/10/1,Tennessee,63
2005/10/1,Texas,67
2005/10/1,Utah,72.2
2005/10/1,Vermont,70.8
2005/10/1,Virginia,68.6
2005/10/1,Washington,67.7
2005/10/1,West Virginia,55.5
2005/10/1,Wisconsin,70.7
2005/10/1,Wyoming,71.8
2005/11/1,Alabama,61.5
2005/11/1,Alaska,71.5
2005/11/1,Arizona,64
2005/11/1,Arkansas,63.1
2005/11/1,California,65.4
2005/11/1,Colorado,72.4
2005/11/1,Connecticut,67.4
2005/11/1,Delaware,67.8
2005/11/1,District of Columbia,67.7
2005/11/1,Florida,62.4
2005/11/1,Georgia,68.1
2005/11/1,Hawaii,66
2005/11/1,Idaho,69
2005/11/1,Illinois,66.7
2005/11/1,Indiana,67.6
2005/11/1,Iowa,71.7
2005/11/1,Kansas,70.3
2005/11/1,Kentucky,62.2
2005/11/1,Louisiana,68.1
2005/11/1,Maine,66.8
2005/11/1,Maryland,69.1
2005/11/1,Massachusetts,66.8
2005/11/1,Michigan,65.4
2005/11/1,Minnesota,73.1
2005/11/1,Mississippi,61.1
2005/11/1,Missouri,67.6
2005/11/1,Montana,66.7
2005/11/1,Nebraska,73.1
2005/11/1,Nevada,67.7
2005/11/1,New Hampshire,71.1
2005/11/1,New Jersey,66.4
2005/11/1,New Mexico,62.8
2005/11/1,New York,63.2
2005/11/1,North Carolina,66.1
2005/11/1,North Dakota,72.5
2005/11/1,Ohio,66.7
2005/11/1,Oklahoma,64.2
2005/11/1,Oregon,65.2
2005/11/1,Pennsylvania,64.3
2005/11/1,Rhode Island,67.9
2005/11/1,South Carolina,64.5
2005/11/1,South Dakota,72.5
2005/11/1,Tennessee,63.1
2005/11/1,Texas,67
2005/11/1,Utah,72.2
2005/11/1,Vermont,70.9
2005/11/1,Virginia,68.6
2005/11/1,Washington,67.7
2005/11/1,West Virginia,55.5
2005/11/1,Wisconsin,70.7
2005/11/1,Wyoming,71.7
2005/12/1,Alabama,61.4
2005/12/1,Alaska,71.4
2005/12/1,Arizona,63.9
2005/12/1,Arkansas,63.1
2005/12/1,California,65.3
2005/12/1,Colorado,72.5
2005/12/1,Connecticut,67.5
2005/12/1,Delaware,67.8
2005/12/1,District of Columbia,67.6
2005/12/1,Florida,62.4
2005/12/1,Georgia,68.1
2005/12/1,Hawaii,65.9
2005/12/1,Idaho,68.9
2005/12/1,Illinois,66.7
2005/12/1,Indiana,67.6
2005/12/1,Iowa,71.8
2005/12/1,Kansas,70.2
2005/12/1,Kentucky,62.1
2005/12/1,Louisiana,64.3
2005/12/1,Maine,66.7
2005/12/1,Maryland,69.1
2005/12/1,Massachusetts,66.7
2005/12/1,Michigan,65.3
2005/12/1,Minnesota,73.1
2005/12/1,Mississippi,60.4
2005/12/1,Missouri,67.5
2005/12/1,Montana,66.7
2005/12/1,Nebraska,73
2005/12/1,Nevada,67.7
2005/12/1,New Hampshire,71
2005/12/1,New Jersey,66.4
2005/12/1,New Mexico,62.6
2005/12/1,New York,63.2
2005/12/1,North Carolina,66
2005/12/1,North Dakota,72.6
2005/12/1,Ohio,66.7
2005/12/1,Oklahoma,64
2005/12/1,Oregon,65.1
2005/12/1,Pennsylvania,64.3
2005/12/1,Rhode Island,67.9
2005/12/1,South Carolina,64.7
2005/12/1,South Dakota,72.4
2005/12/1,Tennessee,63.2
2005/12/1,Texas,67
2005/12/1,Utah,72.2
2005/12/1,Vermont,70.9
2005/12/1,Virginia,68.5
2005/12/1,Washington,67.6
2005/12/1,West Virginia,55.5
2005/12/1,Wisconsin,70.7
2005/12/1,Wyoming,71.6
2006/1/1,Alabama,61.4
2006/1/1,Alaska,71.3
2006/1/1,Arizona,63.9
2006/1/1,Arkansas,63
2006/1/1,California,65.3
2006/1/1,Colorado,72.6
2006/1/1,Connecticut,67.6
2006/1/1,Delaware,67.8
2006/1/1,District of Columbia,67.6
2006/1/1,Florida,62.5
2006/1/1,Georgia,68
2006/1/1,Hawaii,65.9
2006/1/1,Idaho,68.8
2006/1/1,Illinois,66.8
2006/1/1,Indiana,67.6
2006/1/1,Iowa,71.9
2006/1/1,Kansas,70.2
2006/1/1,Kentucky,62.1
2006/1/1,Louisiana,63.3
2006/1/1,Maine,66.6
2006/1/1,Maryland,69.1
2006/1/1,Massachusetts,66.7
2006/1/1,Michigan,65.3
2006/1/1,Minnesota,73
2006/1/1,Mississippi,59.9
2006/1/1,Missouri,67.5
2006/1/1,Montana,66.7
2006/1/1,Nebraska,72.9
2006/1/1,Nevada,67.8
2006/1/1,New Hampshire,70.9
2006/1/1,New Jersey,66.5
2006/1/1,New Mexico,62.6
2006/1/1,New York,63.2
2006/1/1,North Carolina,66
2006/1/1,North Dakota,72.7
2006/1/1,Ohio,66.7
2006/1/1,Oklahoma,63.9
2006/1/1,Oregon,65.1
2006/1/1,Pennsylvania,64.3
2006/1/1,Rhode Island,67.9
2006/1/1,South Carolina,64.7
2006/1/1,South Dakota,72.4
2006/1/1,Tennessee,63.3
2006/1/1,Texas,67
2006/1/1,Utah,72.3
2006/1/1,Vermont,71
2006/1/1,Virginia,68.5
2006/1/1,Washington,67.6
2006/1/1,West Virginia,55.6
2006/1/1,Wisconsin,70.7
2006/1/1,Wyoming,71.6
2006/2/1,Alabama,61.4
2006/2/1,Alaska,71.2
2006/2/1,Arizona,64
2006/2/1,Arkansas,63
2006/2/1,California,65.3
2006/2/1,Colorado,72.7
2006/2/1,Connecticut,67.6
2006/2/1,Delaware,67.7
2006/2/1,District of Columbia,67.6
2006/2/1,Florida,62.6
2006/2/1,Georgia,68
2006/2/1,Hawaii,65.9
2006/2/1,Idaho,68.8
2006/2/1,Illinois,66.8
2006/2/1,Indiana,67.6
2006/2/1,Iowa,72
2006/2/1,Kansas,70.1
2006/2/1,Kentucky,62.1
2006/2/1,Louisiana,63.1
2006/2/1,Maine,66.6
2006/2/1,Maryland,69.2
2006/2/1,Massachusetts,66.7
2006/2/1,Michigan,65.3
2006/2/1,Minnesota,72.9
2006/2/1,Mississippi,59.8
2006/2/1,Missouri,67.5
2006/2/1,Montana,66.7
2006/2/1,Nebraska,72.8
2006/2/1,Nevada,67.9
2006/2/1,New Hampshire,70.8
2006/2/1,New Jersey,66.5
2006/2/1,New Mexico,62.5
2006/2/1,New York,63.2
2006/2/1,North Carolina,66
2006/2/1,North Dakota,72.8
2006/2/1,Ohio,66.7
2006/2/1,Oklahoma,63.8
2006/2/1,Oregon,65.1
2006/2/1,Pennsylvania,64.3
2006/2/1,Rhode Island,68
2006/2/1,South Carolina,65.1
2006/2/1,South Dakota,72.3
2006/2/1,Tennessee,63.5
2006/2/1,Texas,67
2006/2/1,Utah,72.3
2006/2/1,Vermont,71
2006/2/1,Virginia,68.5
2006/2/1,Washington,67.6
2006/2/1,West Virginia,55.7
2006/2/1,Wisconsin,70.7
2006/2/1,Wyoming,71.6
2006/3/1,Alabama,61.4
2006/3/1,Alaska,71.2
2006/3/1,Arizona,64
2006/3/1,Arkansas,63
2006/3/1,California,65.3
2006/3/1,Colorado,72.8
2006/3/1,Connecticut,67.7
2006/3/1,Delaware,67.6
2006/3/1,District of Columbia,67.7
2006/3/1,Florida,62.7
2006/3/1,Georgia,68
2006/3/1,Hawaii,65.9
2006/3/1,Idaho,68.7
2006/3/1,Illinois,66.9
2006/3/1,Indiana,67.6
2006/3/1,Iowa,72.1
2006/3/1,Kansas,70.1
2006/3/1,Kentucky,62.2
2006/3/1,Louisiana,62.8
2006/3/1,Maine,66.6
2006/3/1,Maryland,69.3
2006/3/1,Massachusetts,66.8
2006/3/1,Michigan,65.3
2006/3/1,Minnesota,72.9
2006/3/1,Mississippi,59.5
2006/3/1,Missouri,67.5
2006/3/1,Montana,66.8
2006/3/1,Nebraska,72.7
2006/3/1,Nevada,68.1
2006/3/1,New Hampshire,70.8
2006/3/1,New Jersey,66.6
2006/3/1,New Mexico,62.5
2006/3/1,New York,63.2
2006/3/1,North Carolina,66.1
2006/3/1,North Dakota,73
2006/3/1,Ohio,66.8
2006/3/1,Oklahoma,63.7
2006/3/1,Oregon,65.2
2006/3/1,Pennsylvania,64.3
2006/3/1,Rhode Island,68.1
2006/3/1,South Carolina,65.1
2006/3/1,South Dakota,72.3
2006/3/1,Tennessee,63.7
2006/3/1,Texas,66.9
2006/3/1,Utah,72.4
2006/3/1,Vermont,71
2006/3/1,Virginia,68.6
2006/3/1,Washington,67.6
2006/3/1,West Virginia,55.8
2006/3/1,Wisconsin,70.7
2006/3/1,Wyoming,71.6
2006/4/1,Alabama,61.5
2006/4/1,Alaska,71.2
2006/4/1,Arizona,64.1
2006/4/1,Arkansas,63
2006/4/1,California,65.3
2006/4/1,Colorado,72.9
2006/4/1,Connecticut,67.8
2006/4/1,Delaware,67.5
2006/4/1,District of Columbia,67.8
2006/4/1,Florida,62.8
2006/4/1,Georgia,68.1
2006/4/1,Hawaii,66
2006/4/1,Idaho,68.6
2006/4/1,Illinois,67
2006/4/1,Indiana,67.6
2006/4/1,Iowa,72.2
2006/4/1,Kansas,70.2
2006/4/1,Kentucky,62.2
2006/4/1,Louisiana,62.7
2006/4/1,Maine,66.6
2006/4/1,Maryland,69.4
2006/4/1,Massachusetts,66.8
2006/4/1,Michigan,65.3
2006/4/1,Minnesota,72.8
2006/4/1,Mississippi,59.5
2006/4/1,Missouri,67.5
2006/4/1,Montana,67
2006/4/1,Nebraska,72.7
2006/4/1,Nevada,68.2
2006/4/1,New Hampshire,70.8
2006/4/1,New Jersey,66.6
2006/4/1,New Mexico,62.6
2006/4/1,New York,63.3
2006/4/1,North Carolina,66.2
2006/4/1,North Dakota,73.1
2006/4/1,Ohio,66.9
2006/4/1,Oklahoma,63.7
2006/4/1,Oregon,65.3
2006/4/1,Pennsylvania,64.4
2006/4/1,Rhode Island,68.1
2006/4/1,South Carolina,65.1
2006/4/1,South Dakota,72.3
2006/4/1,Tennessee,64
2006/4/1,Texas,66.8
2006/4/1,Utah,72.4
2006/4/1,Vermont,71.1
2006/4/1,Virginia,68.6
2006/4/1,Washington,67.6
2006/4/1,West Virginia,55.8
2006/4/1,Wisconsin,70.8
2006/4/1,Wyoming,71.7
2006/5/1,Alabama,61.5
2006/5/1,Alaska,71.2
2006/5/1,Arizona,64.1
2006/5/1,Arkansas,62.9
2006/5/1,California,65.3
2006/5/1,Colorado,72.9
2006/5/1,Connecticut,67.9
2006/5/1,Delaware,67.4
2006/5/1,District of Columbia,68
2006/5/1,Florida,62.9
2006/5/1,Georgia,68.1
2006/5/1,Hawaii,66.1
2006/5/1,Idaho,68.5
2006/5/1,Illinois,67.1
2006/5/1,Indiana,67.5
2006/5/1,Iowa,72.3
2006/5/1,Kansas,70.3
2006/5/1,Kentucky,62.2
2006/5/1,Louisiana,62.5
2006/5/1,Maine,66.6
2006/5/1,Maryland,69.5
2006/5/1,Massachusetts,66.9
2006/5/1,Michigan,65.2
2006/5/1,Minnesota,72.7
2006/5/1,Mississippi,59.4
2006/5/1,Missouri,67.6
2006/5/1,Montana,67.1
2006/5/1,Nebraska,72.7
2006/5/1,Nevada,68.4
2006/5/1,New Hampshire,70.8
2006/5/1,New Jersey,66.7
2006/5/1,New Mexico,62.6
2006/5/1,New York,63.2
2006/5/1,North Carolina,66.3
2006/5/1,North Dakota,73.2
2006/5/1,Ohio,67.1
2006/5/1,Oklahoma,63.7
2006/5/1,Oregon,65.3
2006/5/1,Pennsylvania,64.4
2006/5/1,Rhode Island,68.2
2006/5/1,South Carolina,65
2006/5/1,South Dakota,72.4
2006/5/1,Tennessee,64.2
2006/5/1,Texas,66.8
2006/5/1,Utah,72.5
2006/5/1,Vermont,71.1
2006/5/1,Virginia,68.6
2006/5/1,Washington,67.7
2006/5/1,West Virginia,55.9
2006/5/1,Wisconsin,70.8
2006/5/1,Wyoming,71.8
2006/6/1,Alabama,61.6
2006/6/1,Alaska,71.2
2006/6/1,Arizona,64.2
2006/6/1,Arkansas,62.9
2006/6/1,California,65.3
2006/6/1,Colorado,73
2006/6/1,Connecticut,67.9
2006/6/1,Delaware,67.4
2006/6/1,District of Columbia,68.1
2006/6/1,Florida,63
2006/6/1,Georgia,68.1
2006/6/1,Hawaii,66.1
2006/6/1,Idaho,68.4
2006/6/1,Illinois,67.3
2006/6/1,Indiana,67.5
2006/6/1,Iowa,72.3
2006/6/1,Kansas,70.4
2006/6/1,Kentucky,62.3
2006/6/1,Louisiana,62.4
2006/6/1,Maine,66.7
2006/6/1,Maryland,69.6
2006/6/1,Massachusetts,67
2006/6/1,Michigan,65.2
2006/6/1,Minnesota,72.6
2006/6/1,Mississippi,59.4
2006/6/1,Missouri,67.6
2006/6/1,Montana,67.1
2006/6/1,Nebraska,72.8
2006/6/1,Nevada,68.5
2006/6/1,New Hampshire,70.9
2006/6/1,New Jersey,66.7
2006/6/1,New Mexico,62.6
2006/6/1,New York,63.2
2006/6/1,North Carolina,66.4
2006/6/1,North Dakota,73.3
2006/6/1,Ohio,67.2
2006/6/1,Oklahoma,63.7
2006/6/1,Oregon,65.4
2006/6/1,Pennsylvania,64.5
2006/6/1,Rhode Island,68.3
2006/6/1,South Carolina,65
2006/6/1,South Dakota,72.4
2006/6/1,Tennessee,64.4
2006/6/1,Texas,66.7
2006/6/1,Utah,72.5
2006/6/1,Vermont,71.1
2006/6/1,Virginia,68.6
2006/6/1,Washington,67.7
2006/6/1,West Virginia,55.9
2006/6/1,Wisconsin,70.9
2006/6/1,Wyoming,71.9
2006/7/1,Alabama,61.6
2006/7/1,Alaska,71.2
2006/7/1,Arizona,64.2
2006/7/1,Arkansas,62.8
2006/7/1,California,65.4
2006/7/1,Colorado,73
2006/7/1,Connecticut,68
2006/7/1,Delaware,67.3
2006/7/1,District of Columbia,68.3
2006/7/1,Florida,63
2006/7/1,Georgia,68.2
2006/7/1,Hawaii,66.2
2006/7/1,Idaho,68.4
2006/7/1,Illinois,67.4
2006/7/1,Indiana,67.5
2006/7/1,Iowa,72.3
2006/7/1,Kansas,70.6
2006/7/1,Kentucky,62.4
2006/7/1,Louisiana,62.4
2006/7/1,Maine,66.7
2006/7/1,Maryland,69.6
2006/7/1,Massachusetts,67.1
2006/7/1,Michigan,65.1
2006/7/1,Minnesota,72.6
2006/7/1,Mississippi,59.4
2006/7/1,Missouri,67.7
2006/7/1,Montana,67.1
2006/7/1,Nebraska,72.8
2006/7/1,Nevada,68.6
2006/7/1,New Hampshire,70.9
2006/7/1,New Jersey,66.7
2006/7/1,New Mexico,62.6
2006/7/1,New York,63.1
2006/7/1,North Carolina,66.5
2006/7/1,North Dakota,73.4
2006/7/1,Ohio,67.3
2006/7/1,Oklahoma,63.7
2006/7/1,Oregon,65.5
2006/7/1,Pennsylvania,64.5
2006/7/1,Rhode Island,68.3
2006/7/1,South Carolina,64.9
2006/7/1,South Dakota,72.5
2006/7/1,Tennessee,64.5
2006/7/1,Texas,66.6
2006/7/1,Utah,72.6
2006/7/1,Vermont,71.2
2006/7/1,Virginia,68.7
2006/7/1,Washington,67.8
2006/7/1,West Virginia,56
2006/7/1,Wisconsin,71
2006/7/1,Wyoming,72
2006/8/1,Alabama,61.7
2006/8/1,Alaska,71.2
2006/8/1,Arizona,64.2
2006/8/1,Arkansas,62.7
2006/8/1,California,65.4
2006/8/1,Colorado,73.1
2006/8/1,Connecticut,68
2006/8/1,Delaware,67.3
2006/8/1,District of Columbia,68.4
2006/8/1,Florida,63.2
2006/8/1,Georgia,68.2
2006/8/1,Hawaii,66.2
2006/8/1,Idaho,68.4
2006/8/1,Illinois,67.5
2006/8/1,Indiana,67.4
2006/8/1,Iowa,72.4
2006/8/1,Kansas,70.7
2006/8/1,Kentucky,62.5
2006/8/1,Louisiana,62.4
2006/8/1,Maine,66.8
2006/8/1,Maryland,69.6
2006/8/1,Massachusetts,67.1
2006/8/1,Michigan,65.1
2006/8/1,Minnesota,72.6
2006/8/1,Mississippi,59.5
2006/8/1,Missouri,67.8
2006/8/1,Montana,67.1
2006/8/1,Nebraska,72.9
2006/8/1,Nevada,68.8
2006/8/1,New Hampshire,71
2006/8/1,New Jersey,66.7
2006/8/1,New Mexico,62.6
2006/8/1,New York,63
2006/8/1,North Carolina,66.5
2006/8/1,North Dakota,73.6
2006/8/1,Ohio,67.5
2006/8/1,Oklahoma,63.7
2006/8/1,Oregon,65.5
2006/8/1,Pennsylvania,64.5
2006/8/1,Rhode Island,68.4
2006/8/1,South Carolina,64.9
2006/8/1,South Dakota,72.6
2006/8/1,Tennessee,64.6
2006/8/1,Texas,66.6
2006/8/1,Utah,72.7
2006/8/1,Vermont,71.3
2006/8/1,Virginia,68.7
2006/8/1,Washington,67.8
2006/8/1,West Virginia,56
2006/8/1,Wisconsin,71
2006/8/1,Wyoming,72.1
2006/9/1,Alabama,61.8
2006/9/1,Alaska,71.1
2006/9/1,Arizona,64.3
2006/9/1,Arkansas,62.7
2006/9/1,California,65.4
2006/9/1,Colorado,73.1
2006/9/1,Connecticut,68.1
2006/9/1,Delaware,67.3
2006/9/1,District of Columbia,68.5
2006/9/1,Florida,63.3
2006/9/1,Georgia,68.3
2006/9/1,Hawaii,66.3
2006/9/1,Idaho,68.4
2006/9/1,Illinois,67.7
2006/9/1,Indiana,67.4
2006/9/1,Iowa,72.4
2006/9/1,Kansas,70.9
2006/9/1,Kentucky,62.6
2006/9/1,Louisiana,62.3
2006/9/1,Maine,66.8
2006/9/1,Maryland,69.7
2006/9/1,Massachusetts,67.2
2006/9/1,Michigan,65
2006/9/1,Minnesota,72.7
2006/9/1,Mississippi,59.6
2006/9/1,Missouri,67.8
2006/9/1,Montana,67
2006/9/1,Nebraska,72.9
2006/9/1,Nevada,68.9
2006/9/1,New Hampshire,71
