year,state,minimumwage2020dollars,cpiavg,stateid,percentunemploymentrate,percentlaborforceparticipation,realgdp2020,ahw2020,real_gdp_per_capita_2020,kaitz_index,ResidentPopulation
2001,Wisconsin,7.52,177.10001,50,4.4000001,73.099998,266142.78,22.176744,49223.39594,0.339093963,5406.835
2002,Wisconsin,7.4000001,179.89999,50,5.3000002,72.400002,271164.47,22.44216,49799.15565,0.329736536,5445.162
2003,Wisconsin,7.2399998,184,50,5.5999999,72.300003,279306.72,22.611097,50975.79338,0.320196751,5479.203
2004,Wisconsin,7.0500002,188.89999,50,5,71.400002,288777.5,22.880671,52371.4433,0.308120343,5514.026
2005,Wisconsin,6.8200002,195.3,50,4.6999998,70.699997,297267.44,22.594658,53598.72748,0.301841267,5546.166
2006,Wisconsin,7.3099999,201.60001,50,4.6999998,70.900002,302394.16,22.723261,54215.28581,0.32169678,5577.655
2007,Wisconsin,8.1099997,207.342,50,4.8000002,70.900002,304296.16,22.842058,54234.2475,0.355046804,5610.775
2008,Wisconsin,7.8099999,215.30299,50,5,70.599998,300568.5,22.59948,53282.8777,0.345583168,5640.996
2009,Wisconsin,7.9000001,214.537,50,9,70.5,291701.5,22.710482,51453.15159,0.347856998,5669.264
2010,Wisconsin,8.6000004,218.056,50,8.5,69.5,300798.38,22.818153,52859.39221,0.376892924,5690.538
2011,Wisconsin,8.3400002,224.939,50,7.5,68.900002,307542.31,22.695585,53899.56781,0.367472361,5705.84
2012,Wisconsin,8.1700001,229.59399,50,6.9000001,68.5,312382.84,22.743277,54604.50897,0.359227041,5720.825
2013,Wisconsin,8.0500002,232.957,50,6.5999999,68.300003,313406.31,22.858826,54619.31937,0.352161576,5738.012
2014,Wisconsin,7.9200001,236.73599,50,5.4000001,68,320131.91,23.041298,55644.15728,0.34373064,5753.199
2015,Wisconsin,7.9099998,237.017,50,4.4000001,67.800003,325876.5,23.805599,56547.04632,0.332274764,5762.927
2016,Wisconsin,7.8099999,240.007,50,3.9000001,68.099998,329081.75,23.8596,56982.17542,0.327331552,5775.17
2017,Wisconsin,7.6500001,245.12,50,3.3,68.099998,329522.41,23.968931,56881.41696,0.319163174,5793.147
2018,Wisconsin,7.4699998,251.10699,50,3,67.400002,337531.66,24.2097,58101.76029,0.308554001,5809.319
2019,Wisconsin,7.3400002,255.657,50,3.3,66.800003,342576.56,24.522968,58815.6573,0.29931125,5824.581
2020,Wisconsin,7.25,258.66,50,6.3000002,65.800003,328851.22,25.875,56381.05117,0.280193237,5832.655
2001,Wyoming,7.52,177.10001,51,3.8,71.5,32838.813,19.692366,66387.03789,0.381873869,494.657
2002,Wyoming,7.4000001,179.89999,51,4,71,33567.727,20.032505,67133.17147,0.369399638,500.017
2003,Wyoming,7.2399998,184,51,4.3000002,71.300003,34577.898,20.219875,68681.48169,0.358063529,503.453
2004,Wyoming,7.0500002,188.89999,51,3.8,71.099998,35730.563,20.5515,70182.95404,0.343040664,509.106
2005,Wyoming,6.8200002,195.3,51,3.5,71.599998,37746.512,21.170071,73414.36954,0.322152921,514.157
2006,Wyoming,6.6100001,201.60001,51,3,71.900002,42627.047,22.626974,81556.79811,0.292129213,522.667
2007,Wyoming,6.4200001,207.342,51,2.7,72.099998,45804.68,23.559774,85636.07266,0.272498374,534.876
2008,Wyoming,7.0300002,215.30299,51,2.9000001,72.199997,48325.32,23.981895,88500.94223,0.293137811,546.043
2009,Wyoming,7.9000001,214.537,51,6.3000002,71.699997,46835.258,23.615282,83656.64793,0.334529145,559.851
2010,Wyoming,8.6000004,218.056,51,6.9000001,70.099998,45155.805,23.945705,79988.17603,0.359145843,564.531
2011,Wyoming,8.3400002,224.939,51,6.0999999,69.300003,44830.355,24.018776,78997.47309,0.34722836,567.491
2012,Wyoming,8.1700001,229.59399,51,5.5,68.400002,43801.691,24.152401,75958.0946,0.338268651,576.656
2013,Wyoming,8.0500002,232.957,51,4.6999998,67.400002,43795.152,24.025375,75169.32477,0.335062416,582.62
2014,Wyoming,7.9200001,236.73599,51,4.3000002,67.400002,44595.313,24.435255,76471.96219,0.324121852,583.159
2015,Wyoming,7.9099998,237.017,51,4.1999998,66.800003,45563.438,24.324301,77701.72701,0.325189192,586.389
2016,Wyoming,7.8099999,240.007,51,5.3000002,66.599998,43050.121,23.3204,73559.39499,0.334899912,585.243
2017,Wyoming,7.6500001,245.12,51,4.3000002,65.900002,42193.824,23.493774,72748.72499,0.325618187,579.994
2018,Wyoming,7.4699998,251.10699,51,4,65.599998,42823.758,23.797621,73954.68816,0.313896914,579.054
2019,Wyoming,7.3400002,255.657,51,3.7,65.599998,43545.797,24.269892,75063.94756,0.302432339,580.116
2020,Wyoming,7.25,258.66,51,5.9000001,65.300003,40872.18,24.525,70187.55753,0.295616718,582.328
